subscriber_id,tenure_months,plan_type,monthly_price,items_per_box,referral_count,boxes_skipped_ytd,gift_subscription,payment_method,loyalty_points_balance,app_installed,avg_review_rating,social_media_follower,subscriber_value_estimate,unsubscribed
CAS-01376,20,Deluxe,54.63,2,2,2,No,Debit Card,1316,No,4.8,Yes,2043.09,No
CAS-01377,4,Basic,18.81,3,0,2,No,Buy Now Pay Later,172,No,4.1,No,136.64,Yes
CAS-01378,33,Curated,33.37,9,0,2,No,PayPal,748,Yes,4.3,No,1912.74,No
CAS-01379,22,Basic,21.53,3,0,2,No,Debit Card,123,Yes,2.9,Yes,635.42,No
CAS-01380,11,Basic,18.87,9,1,1,No,Credit Card,105,No,4.5,Yes,312.23,No
CAS-01381,12,Basic,19.89,5,1,0,No,Debit Card,812,Yes,3.8,No,529.75,Yes
CAS-01382,27,Curated,29.3,4,0,0,No,Debit Card,85,No,4.9,No,2062.39,No
CAS-01383,16,Basic,19.69,13,1,0,No,Credit Card,183,Yes,4.0,No,373.62,Yes
CAS-01384,16,Basic,25.0,6,0,3,No,Credit Card,392,No,4.3,No,811.03,Yes
CAS-01385,13,Curated,38.13,9,0,1,No,Debit Card,195,Yes,4.9,No,793.76,Yes
CAS-01386,22,Basic,20.55,3,0,0,No,Debit Card,38,Yes,4.8,Yes,287.7,No
CAS-01387,44,Curated,40.3,9,0,0,Yes,Credit Card,741,Yes,3.5,Yes,1650.66,No
CAS-01388,15,Curated,42.37,7,3,1,No,Debit Card,442,Yes,5.0,No,1085.97,Yes
CAS-01389,41,Curated,33.82,6,0,1,No,Buy Now Pay Later,729,Yes,4.8,No,1727.97,No
CAS-01390,13,Curated,28.75,11,2,0,No,PayPal,190,No,3.9,No,367.2,No
CAS-01391,38,Basic,19.12,4,1,0,No,Debit Card,339,Yes,3.1,Yes,589.48,No
CAS-01392,45,Basic,21.77,5,2,2,Yes,Credit Card,297,Yes,3.8,No,1364.79,No
CAS-01393,24,Deluxe,63.97,5,0,2,No,PayPal,236,Yes,4.7,Yes,1634.77,No
CAS-01394,5,Curated,30.05,4,0,1,No,PayPal,298,Yes,4.2,No,235.55,No
CAS-01395,10,Basic,21.3,3,0,0,Yes,Credit Card,193,Yes,3.8,No,463.89,No
CAS-01396,13,Curated,35.34,8,0,2,No,PayPal,440,No,3.4,No,975.91,No
CAS-01397,47,Basic,18.66,3,1,2,Yes,Credit Card,716,No,4.2,No,1643.73,No
CAS-01398,32,Deluxe,58.92,5,1,1,No,Debit Card,123,Yes,4.0,No,943.42,No
CAS-01399,16,Basic,20.42,8,0,1,No,Credit Card,238,Yes,4.0,No,384.25,No
CAS-01400,6,Basic,20.71,3,1,2,No,PayPal,293,No,4.8,Yes,169.26,No
CAS-01401,16,Curated,32.26,2,0,1,No,PayPal,281,No,3.0,No,527.63,Yes
CAS-01402,32,Curated,34.95,6,0,2,No,Credit Card,176,No,4.4,No,1129.23,Yes
CAS-01403,25,Curated,35.3,4,0,0,No,Credit Card,153,Yes,4.8,No,1157.46,No
CAS-01404,46,Deluxe,66.53,6,1,2,No,Credit Card,646,Yes,3.7,No,6198.85,No
CAS-01405,13,Basic,18.52,6,0,1,Yes,Credit Card,223,Yes,4.4,No,273.12,No
CAS-01406,41,Deluxe,59.05,9,2,1,No,PayPal,184,No,4.3,No,4997.57,No
CAS-01407,5,Curated,40.26,2,0,0,No,Credit Card,96,Yes,4.1,No,376.1,No
CAS-01408,26,Basic,19.08,5,0,1,No,PayPal,62,Yes,4.3,No,292.03,Yes
CAS-01409,47,Deluxe,58.82,4,1,2,Yes,Credit Card,308,No,4.7,No,3227.64,No
CAS-01410,27,Basic,23.75,4,0,1,No,Credit Card,715,No,4.4,No,935.09,No
CAS-01411,15,Basic,21.98,8,1,2,Yes,Credit Card,206,No,3.9,No,274.32,No
CAS-01412,17,Basic,21.63,5,0,1,No,Credit Card,146,Yes,4.0,Yes,358.42,Yes
CAS-01413,33,Basic,18.03,3,0,0,No,PayPal,1009,No,3.3,No,1128.42,No
CAS-01414,8,Curated,32.99,5,0,1,No,Credit Card,803,Yes,3.8,No,566.79,No
CAS-01415,20,Basic,19.46,5,0,3,No,Credit Card,504,Yes,2.8,No,652.51,Yes
CAS-01416,8,Curated,32.7,3,1,0,No,Credit Card,152,No,3.3,No,519.97,No
CAS-01417,7,Curated,34.74,7,0,2,No,Credit Card,65,Yes,3.3,No,208.36,Yes
CAS-01418,44,Curated,39.21,6,2,0,No,Credit Card,163,Yes,3.5,No,1640.53,Yes
CAS-01419,43,Curated,33.64,5,0,1,No,Credit Card,589,Yes,4.4,No,578.59,No
CAS-01420,14,Deluxe,52.92,3,2,1,No,Credit Card,449,No,3.5,No,757.49,No
CAS-01421,29,Curated,36.67,3,1,0,No,Credit Card,324,Yes,4.0,No,1766.59,No
CAS-01422,3,Basic,23.43,5,1,1,No,Credit Card,273,No,4.4,No,188.88,Yes
CAS-01423,36,Curated,26.61,5,0,1,No,Credit Card,113,No,5.0,No,679.06,No
CAS-01424,27,Curated,35.3,8,0,0,No,Credit Card,369,Yes,3.5,No,1863.63,No
CAS-01425,38,Curated,36.63,6,0,1,No,PayPal,319,No,3.3,Yes,1420.89,Yes
CAS-01426,25,Deluxe,53.19,4,0,5,No,Credit Card,331,Yes,2.9,No,835.17,Yes
CAS-01427,22,Deluxe,60.33,9,2,1,No,Credit Card,268,Yes,4.3,No,1888.2,No
CAS-01428,5,Deluxe,53.14,8,1,0,No,Buy Now Pay Later,366,Yes,4.0,No,304.34,No
CAS-01429,23,Curated,35.67,9,1,0,No,Credit Card,323,Yes,4.7,Yes,1132.09,Yes
CAS-01430,35,Deluxe,52.58,4,0,2,No,Debit Card,195,No,4.5,No,1520.06,No
CAS-01431,40,Basic,20.28,8,0,0,No,Credit Card,422,No,4.0,No,729.63,Yes
CAS-01432,43,Curated,31.63,3,2,1,No,Debit Card,372,No,4.1,No,3276.17,No
CAS-01433,1,Curated,31.11,10,1,0,No,Credit Card,359,No,3.6,No,216.96,No
CAS-01434,36,Deluxe,54.88,6,2,2,No,Debit Card,734,Yes,4.8,No,2181.56,No
CAS-01435,30,Deluxe,59.16,5,2,2,No,Debit Card,186,Yes,5.0,No,1113.62,No
CAS-01436,5,Curated,36.62,2,1,3,No,Debit Card,1013,No,4.2,Yes,485.48,No
CAS-01437,39,Deluxe,49.93,3,1,1,No,Credit Card,431,Yes,4.5,No,1525.13,No
CAS-01438,1,Curated,41.78,4,0,1,No,PayPal,315,No,3.7,No,130.55,No
CAS-01439,39,Basic,16.5,7,0,3,No,Credit Card,427,Yes,4.2,No,658.65,No
CAS-01440,44,Deluxe,60.7,6,1,0,No,Credit Card,111,Yes,4.4,No,3273.73,No
CAS-01441,10,Basic,22.1,4,2,0,No,Credit Card,551,No,5.0,No,532.44,Yes
CAS-01442,28,Deluxe,61.42,14,0,1,No,PayPal,426,Yes,4.3,Yes,1849.54,No
CAS-01443,31,Curated,36.88,7,0,2,No,Credit Card,287,No,4.9,No,881.28,No
CAS-01444,36,Curated,41.16,3,1,1,No,PayPal,446,No,3.4,No,1816.29,Yes
CAS-01445,16,Curated,39.47,5,1,0,No,Credit Card,471,No,4.0,No,449.4,No
CAS-01446,44,Basic,15.69,7,0,1,No,Credit Card,99,Yes,3.0,No,1192.17,Yes
CAS-01447,28,Basic,21.14,4,0,0,Yes,PayPal,674,Yes,4.5,No,756.52,Yes
CAS-01448,19,Curated,35.74,2,3,0,No,PayPal,400,Yes,4.7,No,1055.22,No
CAS-01449,23,Curated,32.75,4,0,2,No,Credit Card,148,No,3.8,No,917.28,No
CAS-01450,40,Curated,40.14,6,0,2,No,Debit Card,653,No,3.7,No,1367.29,No
CAS-01451,43,Basic,23.57,3,3,0,No,Credit Card,135,No,4.7,No,984.49,Yes
CAS-01452,43,Basic,20.61,4,0,0,No,Credit Card,583,Yes,2.3,No,748.97,No
CAS-01453,23,Deluxe,53.93,7,2,2,No,Credit Card,59,No,4.1,No,1891.7,No
CAS-01454,41,Curated,34.66,5,0,2,No,Debit Card,103,No,3.4,No,572.42,Yes
CAS-01455,8,Curated,38.84,5,1,1,No,Credit Card,661,No,2.7,No,1053.8,Yes
CAS-01456,37,Basic,22.64,4,2,1,No,Credit Card,359,Yes,4.8,No,1256.91,No
CAS-01457,47,Basic,20.94,7,1,0,No,Credit Card,345,Yes,4.3,No,1926.78,Yes
CAS-01458,35,Basic,21.72,5,0,1,No,Credit Card,234,Yes,2.3,No,737.27,Yes
CAS-01459,10,Deluxe,52.23,4,0,0,No,Buy Now Pay Later,202,No,4.0,No,311.44,No
CAS-01460,21,Curated,32.78,2,1,0,No,Credit Card,859,Yes,4.1,No,1014.68,No
CAS-01461,40,Curated,29.6,7,0,2,No,Credit Card,246,Yes,5.0,Yes,1563.34,Yes
CAS-01462,18,Basic,17.81,7,0,1,No,Buy Now Pay Later,29,Yes,4.6,No,406.02,No
CAS-01463,37,Basic,18.94,7,0,2,No,Credit Card,450,Yes,4.8,No,892.97,Yes
CAS-01464,10,Deluxe,52.19,5,0,1,No,Buy Now Pay Later,433,Yes,4.1,Yes,555.83,No
CAS-01465,35,Curated,34.98,5,1,2,No,Credit Card,465,Yes,4.2,No,3305.06,No
CAS-01466,8,Basic,19.37,4,0,3,No,Credit Card,900,Yes,3.8,No,543.98,Yes
CAS-01467,38,Curated,37.79,3,1,2,No,Debit Card,406,Yes,4.7,No,1951.21,No
CAS-01468,0,Deluxe,51.26,3,0,1,No,Credit Card,325,Yes,2.9,No,118.12,No
CAS-01469,1,Basic,19.24,4,1,1,No,PayPal,153,No,4.1,No,118.93,Yes
CAS-01470,30,Basic,22.9,3,0,3,No,Buy Now Pay Later,635,No,3.8,No,812.16,Yes
CAS-01471,40,Basic,19.2,3,1,0,No,Credit Card,114,Yes,3.9,No,672.26,No
CAS-01472,21,Basic,20.53,8,1,1,No,PayPal,96,No,3.3,No,332.73,No
CAS-01473,25,Curated,34.52,6,1,3,No,Credit Card,693,No,5.0,No,1312.52,Yes
CAS-01474,3,Deluxe,69.47,3,1,5,No,PayPal,446,No,4.7,No,635.82,No
CAS-01475,39,Deluxe,61.83,6,0,2,No,Buy Now Pay Later,41,No,4.6,No,1568.5,Yes
CAS-01476,16,Basic,20.62,6,0,0,No,PayPal,144,Yes,4.4,No,559.29,Yes
CAS-01477,9,Curated,38.14,8,1,1,Yes,Credit Card,173,Yes,3.1,No,323.66,No
CAS-01478,48,Curated,38.11,2,1,1,No,PayPal,266,Yes,3.6,Yes,1585.4,No
CAS-01479,38,Basic,19.51,4,1,1,No,Credit Card,410,Yes,2.8,No,776.43,Yes
CAS-01480,40,Curated,30.92,3,0,2,Yes,PayPal,78,Yes,4.1,No,1776.26,No
CAS-01481,26,Basic,18.94,7,1,0,No,PayPal,463,Yes,4.2,Yes,646.57,No
CAS-01482,7,Curated,28.18,7,0,1,No,PayPal,144,No,3.8,No,282.91,No
CAS-01483,11,Basic,22.98,3,0,1,No,Credit Card,1121,No,5.0,Yes,1002.76,Yes
CAS-01484,13,Curated,33.7,8,1,1,No,PayPal,772,No,4.2,No,1134.3,No
CAS-01485,19,Basic,20.51,7,0,0,No,PayPal,238,Yes,4.2,No,639.85,No
CAS-01486,31,Deluxe,54.35,7,0,1,No,Credit Card,1155,No,4.8,No,1970.62,No
CAS-01487,1,Basic,16.57,2,0,0,No,Debit Card,370,No,5.0,No,71.88,Yes
CAS-01488,5,Curated,33.47,6,2,2,No,Credit Card,88,Yes,3.9,No,225.26,No
CAS-01489,40,Curated,44.05,4,0,2,No,Credit Card,25,No,3.7,No,4423.87,No
CAS-01490,10,Curated,33.21,7,0,2,No,PayPal,294,Yes,3.7,Yes,805.45,No
CAS-01491,7,Curated,37.97,6,0,0,No,Credit Card,201,No,4.0,No,345.31,No
CAS-01492,18,Curated,35.87,2,0,0,Yes,Credit Card,206,Yes,3.9,No,467.72,No
CAS-01493,48,Deluxe,57.53,5,1,0,No,PayPal,386,Yes,4.7,No,1847.03,No
CAS-01494,36,Basic,20.83,6,0,1,No,Credit Card,484,No,1.9,No,719.72,Yes
CAS-01495,37,Curated,39.31,6,2,0,No,Credit Card,313,Yes,3.8,Yes,1305.18,No
CAS-01496,37,Basic,19.28,9,0,2,No,PayPal,539,No,3.9,Yes,1632.31,Yes
CAS-01497,12,Basic,17.65,4,2,1,No,Credit Card,274,No,4.8,Yes,368.11,Yes
CAS-01498,42,Basic,19.46,2,0,1,No,PayPal,154,Yes,3.7,Yes,1238.8,Yes
CAS-01499,39,Basic,20.31,5,1,2,No,Credit Card,51,No,3.2,No,1016.24,No
CAS-01500,22,Deluxe,60.33,4,0,1,No,Credit Card,175,No,5.0,No,1365.83,No
CAS-01501,0,Curated,31.55,3,0,0,No,PayPal,206,No,3.5,Yes,97.83,No
CAS-01502,17,Basic,20.73,9,3,0,No,Debit Card,264,Yes,4.8,No,376.01,No
CAS-01503,22,Curated,32.83,3,1,3,No,Credit Card,704,Yes,3.1,No,1293.12,No
CAS-01504,25,Curated,31.92,7,1,1,No,Debit Card,448,Yes,4.8,Yes,372.25,No
CAS-01505,19,Basic,20.71,3,0,2,No,Credit Card,14,No,4.8,No,502.36,No
CAS-01506,16,Basic,21.6,3,1,1,Yes,Debit Card,437,No,3.8,No,547.7,No
CAS-01507,41,Curated,32.47,4,0,1,Yes,Buy Now Pay Later,604,No,4.7,No,1131.62,No
CAS-01508,18,Basic,20.91,6,0,1,No,Credit Card,521,Yes,5.0,No,785.35,Yes
CAS-01509,39,Deluxe,53.52,3,0,2,No,Credit Card,1263,Yes,4.7,No,2424.47,No
CAS-01510,35,Curated,32.39,3,0,2,Yes,PayPal,536,No,3.7,No,1786.23,Yes
CAS-01511,39,Curated,33.12,7,2,0,No,PayPal,429,Yes,4.7,No,982.51,No
CAS-01512,4,Basic,18.43,4,1,1,No,Credit Card,435,Yes,3.9,No,309.8,Yes
CAS-01513,11,Basic,17.82,2,1,0,No,Credit Card,278,No,4.4,No,271.55,Yes
CAS-01514,40,Deluxe,57.63,3,0,1,No,Credit Card,783,No,3.5,No,2103.97,No
CAS-01515,44,Curated,34.29,5,2,1,No,PayPal,202,No,4.8,No,1270.46,Yes
CAS-01516,29,Curated,38.96,2,0,2,No,Debit Card,402,No,4.2,No,1294.58,Yes
CAS-01517,10,Basic,22.17,3,1,2,No,Debit Card,291,Yes,3.5,Yes,559.28,Yes
CAS-01518,4,Curated,33.53,3,0,2,No,PayPal,518,Yes,4.4,No,443.31,No
CAS-01519,29,Curated,30.47,4,0,1,No,PayPal,72,Yes,5.0,No,952.4,No
CAS-01520,18,Basic,22.09,5,1,0,No,PayPal,484,Yes,3.9,No,504.86,No
CAS-01521,37,Curated,26.0,7,1,1,No,Credit Card,497,No,4.5,Yes,2346.36,No
CAS-01522,31,Curated,32.16,5,0,2,No,PayPal,128,No,4.4,No,723.75,No
CAS-01523,47,Curated,34.04,7,2,3,No,PayPal,337,Yes,4.5,No,1290.57,No
CAS-01524,9,Curated,31.0,8,0,1,No,PayPal,404,Yes,4.1,No,667.58,Yes
CAS-01525,2,Curated,39.38,2,1,0,No,Credit Card,329,No,3.4,No,250.73,No
CAS-01526,42,Curated,35.43,7,0,1,No,PayPal,266,No,5.0,Yes,1044.42,No
CAS-01527,2,Curated,36.61,7,0,1,No,Debit Card,417,No,4.7,No,326.13,No
CAS-01528,46,Curated,33.46,3,0,4,No,Debit Card,372,Yes,4.6,No,2106.63,No
CAS-01529,37,Deluxe,58.98,7,0,0,No,PayPal,922,No,5.0,No,1108.2,No
CAS-01530,5,Curated,34.96,7,0,2,No,Debit Card,57,No,4.9,No,208.21,Yes
CAS-01531,38,Basic,19.19,6,1,1,No,Credit Card,207,Yes,4.8,No,654.08,No
CAS-01532,42,Basic,22.49,12,0,0,No,Credit Card,405,No,4.0,No,648.5,Yes
CAS-01533,11,Curated,42.58,8,1,0,No,Buy Now Pay Later,119,Yes,3.9,No,539.96,No
CAS-01534,2,Curated,37.04,2,0,2,No,Credit Card,301,No,3.1,No,148.2,No
CAS-01535,31,Deluxe,53.77,6,0,3,No,Debit Card,393,No,4.1,No,1823.68,No
CAS-01536,33,Deluxe,46.32,3,0,0,No,Credit Card,145,No,5.0,No,1590.87,No
CAS-01537,43,Curated,36.74,5,0,3,Yes,Credit Card,119,No,3.8,No,2085.54,No
CAS-01538,38,Curated,31.16,4,1,0,No,Credit Card,577,Yes,4.0,No,1309.79,No
CAS-01539,11,Curated,36.58,6,0,1,Yes,Debit Card,247,Yes,2.8,No,280.78,Yes
CAS-01540,44,Basic,21.53,5,1,3,No,Buy Now Pay Later,366,Yes,3.5,Yes,714.37,No
CAS-01541,41,Curated,35.74,4,0,0,Yes,Credit Card,122,Yes,4.7,No,2930.83,No
CAS-01542,7,Curated,31.52,7,1,1,No,PayPal,270,Yes,4.9,No,329.12,No
CAS-01543,3,Deluxe,54.21,5,0,3,No,Credit Card,64,No,3.7,Yes,278.09,No
CAS-01544,43,Curated,33.85,2,0,1,No,Debit Card,201,No,4.4,No,1734.49,No
CAS-01545,31,Curated,34.72,4,0,2,No,Credit Card,528,No,3.9,No,1219.19,No
CAS-01546,38,Deluxe,52.4,8,0,2,No,Credit Card,198,Yes,3.8,No,2218.34,No
CAS-01547,42,Curated,33.62,9,0,1,No,Debit Card,276,No,4.7,Yes,4005.41,No
CAS-01548,22,Curated,34.82,9,0,4,Yes,Credit Card,82,No,4.3,No,1316.85,No
CAS-01549,20,Curated,37.39,8,1,2,No,Debit Card,201,Yes,5.0,No,1079.4,No
CAS-01550,31,Deluxe,61.4,3,0,0,No,Credit Card,253,Yes,4.4,No,2310.33,No
CAS-01551,5,Curated,37.0,7,0,2,No,Credit Card,100,No,3.5,No,186.74,No
CAS-01552,12,Deluxe,54.64,4,0,2,No,Credit Card,344,Yes,4.1,No,1347.85,No
CAS-01553,22,Basic,19.17,5,0,1,No,Credit Card,307,No,4.6,No,743.67,Yes
CAS-01554,10,Curated,35.18,9,1,1,No,Credit Card,438,Yes,5.0,No,400.19,No
CAS-01555,43,Basic,19.13,8,0,0,No,Credit Card,571,No,5.0,No,1108.03,No
CAS-01556,33,Curated,36.32,4,1,3,No,PayPal,660,Yes,4.5,No,3101.0,Yes
CAS-01557,28,Deluxe,54.23,7,1,4,No,PayPal,92,No,5.0,No,2608.38,No
CAS-01558,37,Deluxe,49.79,8,1,1,No,Credit Card,347,Yes,5.0,No,2336.55,No
CAS-01559,15,Curated,34.36,8,1,0,No,Credit Card,176,Yes,3.5,No,738.76,Yes
CAS-01560,9,Basic,18.78,6,0,2,No,Credit Card,474,Yes,3.2,No,370.65,Yes
CAS-01561,12,Basic,19.78,7,1,2,No,Credit Card,117,Yes,3.5,No,165.12,Yes
CAS-01562,44,Basic,18.82,7,1,6,No,Credit Card,56,Yes,2.9,No,655.05,Yes
CAS-01563,16,Deluxe,60.04,2,0,2,No,Debit Card,190,No,4.5,No,573.57,Yes
CAS-01564,15,Basic,17.79,6,2,3,No,Credit Card,595,Yes,3.3,No,717.02,No
CAS-01565,36,Curated,34.55,8,2,1,No,Credit Card,128,Yes,4.3,No,1856.31,No
CAS-01566,39,Deluxe,52.78,3,2,0,No,Credit Card,436,No,3.9,No,1999.24,No
CAS-01567,19,Basic,18.7,8,0,1,No,Debit Card,189,No,5.0,Yes,541.48,Yes
CAS-01568,12,Basic,19.44,6,0,2,No,Credit Card,664,Yes,4.2,No,518.24,No
CAS-01569,20,Deluxe,56.32,7,0,0,No,PayPal,245,Yes,4.2,Yes,689.74,No
CAS-01570,40,Deluxe,46.62,5,0,3,No,Credit Card,372,Yes,4.5,No,2374.42,No
CAS-01571,11,Deluxe,44.97,3,0,2,No,Credit Card,380,Yes,4.1,No,585.19,No
CAS-01572,42,Basic,24.87,5,1,1,Yes,Credit Card,287,No,4.5,No,1082.98,No
CAS-01573,5,Curated,30.72,4,1,3,No,Debit Card,219,No,4.8,No,343.83,No
CAS-01574,34,Basic,18.09,3,0,3,No,Credit Card,269,Yes,4.1,No,1159.14,Yes
CAS-01575,5,Basic,20.85,3,0,4,No,Credit Card,364,Yes,4.4,No,257.48,No
CAS-01576,5,Basic,18.91,2,1,0,No,PayPal,186,No,4.5,No,215.17,Yes
CAS-01577,5,Basic,20.97,7,0,1,No,PayPal,757,No,4.8,No,287.62,Yes
CAS-01578,1,Curated,32.49,8,1,1,No,Credit Card,55,No,4.6,Yes,123.19,Yes
CAS-01579,34,Basic,19.08,2,0,1,No,Credit Card,323,No,4.6,Yes,666.39,Yes
CAS-01580,2,Deluxe,47.88,2,0,0,No,Debit Card,563,No,3.9,No,332.93,No
CAS-01581,20,Basic,18.86,6,0,1,No,PayPal,472,No,5.0,No,477.02,Yes
CAS-01582,44,Curated,33.89,6,1,1,No,PayPal,281,Yes,3.7,No,1718.89,Yes
CAS-01583,26,Curated,38.75,8,2,1,No,Credit Card,861,No,4.4,No,2596.84,No
CAS-01584,27,Basic,16.34,3,0,1,No,Credit Card,67,Yes,3.7,No,468.15,No
CAS-01585,41,Deluxe,50.72,12,0,2,No,Credit Card,333,Yes,4.4,Yes,1835.59,No
CAS-01586,39,Deluxe,55.45,6,0,0,No,Credit Card,268,No,3.4,No,3706.35,No
CAS-01587,16,Deluxe,52.35,8,1,1,No,PayPal,364,Yes,4.3,No,1200.23,Yes
CAS-01588,38,Deluxe,59.94,4,2,1,No,Credit Card,559,Yes,3.8,Yes,2144.39,No
CAS-01589,4,Curated,34.18,4,1,0,No,Credit Card,142,Yes,3.9,No,354.4,No
CAS-01590,17,Deluxe,58.6,4,0,1,No,Credit Card,340,No,3.9,No,1743.09,No
CAS-01591,44,Curated,34.66,4,0,0,No,Buy Now Pay Later,217,Yes,4.0,No,918.09,No
CAS-01592,13,Basic,23.38,10,2,0,Yes,Credit Card,748,Yes,4.2,No,755.91,No
CAS-01593,33,Curated,37.55,5,0,2,No,Credit Card,242,Yes,4.7,No,1685.02,Yes
CAS-01594,35,Deluxe,68.27,4,0,1,No,Credit Card,142,Yes,4.4,No,2664.52,No
CAS-01595,0,Deluxe,53.24,9,0,0,No,Credit Card,95,No,3.6,No,0.0,No
CAS-01596,39,Basic,20.99,8,1,4,No,Credit Card,199,Yes,4.1,No,632.49,Yes
CAS-01597,41,Deluxe,55.45,6,0,0,No,Credit Card,79,Yes,3.9,Yes,3130.48,No
CAS-01598,14,Curated,34.02,10,0,2,No,Debit Card,437,Yes,3.6,No,462.17,No
CAS-01599,47,Curated,34.13,3,0,4,No,Credit Card,652,Yes,4.8,Yes,1898.39,No
CAS-01600,33,Basic,22.44,6,1,0,No,Debit Card,238,No,3.7,No,1232.15,No
CAS-01601,21,Basic,19.92,3,0,2,No,Credit Card,420,Yes,4.0,No,774.65,Yes
CAS-01602,15,Deluxe,57.03,2,2,0,Yes,Credit Card,987,Yes,3.9,Yes,1006.01,No
CAS-01603,25,Curated,36.21,6,0,1,No,PayPal,443,No,4.0,No,1143.37,No
CAS-01604,0,Curated,33.79,3,3,1,No,Credit Card,763,Yes,4.5,No,325.31,Yes
CAS-01605,12,Curated,31.31,3,0,0,No,Credit Card,337,No,3.7,No,393.6,No
CAS-01606,44,Basic,19.49,5,0,0,No,PayPal,191,Yes,5.0,No,987.81,No
CAS-01607,5,Curated,30.37,2,1,3,No,Credit Card,131,Yes,3.3,Yes,93.09,No
CAS-01608,7,Curated,31.36,9,0,4,No,PayPal,108,No,4.0,No,243.21,No
CAS-01609,3,Deluxe,52.55,7,0,2,No,Credit Card,94,No,4.0,Yes,523.72,No
CAS-01610,25,Deluxe,57.42,2,0,1,No,Credit Card,517,Yes,3.7,No,940.08,No
CAS-01611,37,Basic,18.32,6,0,0,No,Debit Card,225,Yes,3.8,No,728.33,Yes
CAS-01612,25,Deluxe,51.34,6,0,1,No,PayPal,500,No,5.0,No,1565.2,No
CAS-01613,41,Curated,34.77,9,1,2,No,Credit Card,172,No,4.0,No,1995.95,No
CAS-01614,24,Basic,19.82,2,0,1,No,Credit Card,101,Yes,5.0,No,1491.27,Yes
CAS-01615,24,Basic,19.97,2,0,1,No,PayPal,824,Yes,2.6,No,866.41,No
CAS-01616,1,Basic,24.66,8,1,0,No,Credit Card,248,Yes,4.8,No,109.95,No
CAS-01617,0,Deluxe,60.52,6,0,0,No,Buy Now Pay Later,452,No,4.3,No,318.59,No
CAS-01618,7,Basic,21.24,7,0,1,No,Credit Card,224,No,3.7,No,358.93,No
CAS-01619,6,Basic,21.38,3,0,2,Yes,Debit Card,541,No,5.0,No,350.49,Yes
CAS-01620,45,Basic,21.25,3,1,1,No,Credit Card,747,Yes,4.5,No,2332.75,No
CAS-01621,30,Curated,39.38,5,2,2,No,Debit Card,6,No,2.8,No,1307.46,No
CAS-01622,20,Deluxe,60.02,2,1,3,No,PayPal,236,No,4.4,No,881.38,No
CAS-01623,19,Curated,29.08,7,0,0,No,Debit Card,452,No,3.0,Yes,715.49,Yes
CAS-01624,10,Curated,33.55,5,0,0,No,Buy Now Pay Later,473,Yes,3.6,No,1129.94,No
CAS-01625,27,Basic,17.97,6,2,0,No,Debit Card,318,Yes,5.0,Yes,542.54,No
CAS-01626,11,Deluxe,58.0,6,1,3,No,Debit Card,529,Yes,4.7,No,679.07,No
CAS-01627,29,Curated,37.22,5,0,1,No,PayPal,165,No,3.3,No,716.91,Yes
CAS-01628,17,Basic,21.37,7,2,1,No,Credit Card,111,No,3.8,No,444.66,Yes
CAS-01629,24,Basic,20.56,7,1,1,No,Credit Card,127,No,3.3,No,542.96,Yes
CAS-01630,1,Curated,34.05,6,1,1,No,Debit Card,644,Yes,4.1,No,215.01,No
CAS-01631,10,Basic,21.43,4,0,3,No,Credit Card,526,Yes,3.0,No,514.47,Yes
CAS-01632,31,Curated,35.66,5,0,0,No,Debit Card,591,Yes,4.0,No,1170.98,No
CAS-01633,31,Curated,33.95,5,0,0,No,Debit Card,385,No,3.9,No,1568.78,No
CAS-01634,48,Basic,20.44,6,2,2,No,PayPal,333,Yes,3.6,No,814.38,Yes
CAS-01635,33,Curated,33.51,3,1,1,Yes,Debit Card,62,Yes,4.0,No,1342.01,Yes
CAS-01636,9,Curated,30.4,7,0,0,No,PayPal,147,Yes,4.4,No,263.42,No
CAS-01637,38,Curated,35.24,5,0,1,No,PayPal,456,Yes,2.7,No,1405.87,No
CAS-01638,24,Basic,19.52,6,0,1,No,Debit Card,154,Yes,3.1,Yes,392.55,Yes
CAS-01639,30,Curated,32.57,4,0,0,No,Credit Card,194,Yes,3.9,No,1853.37,Yes
CAS-01640,26,Curated,35.06,2,1,1,No,PayPal,224,No,3.8,No,627.51,No
CAS-01641,38,Basic,18.03,4,0,0,Yes,PayPal,290,No,4.1,No,734.61,Yes
CAS-01642,15,Basic,15.84,5,1,1,No,PayPal,288,No,3.3,Yes,706.3,No
CAS-01643,32,Deluxe,55.97,2,1,1,No,PayPal,457,Yes,4.4,No,1588.95,No
CAS-01644,26,Curated,32.9,4,0,1,No,Credit Card,584,Yes,4.7,No,1060.56,No
CAS-01645,12,Basic,20.33,6,0,2,No,Debit Card,422,No,5.0,No,618.01,Yes
CAS-01646,3,Basic,21.38,11,0,2,No,Credit Card,653,No,3.4,Yes,181.26,Yes
CAS-01647,43,Curated,38.53,12,1,0,Yes,Credit Card,387,Yes,2.3,No,1331.46,No
CAS-01648,44,Basic,19.48,7,1,1,No,Buy Now Pay Later,617,No,4.5,No,684.95,No
CAS-01649,38,Basic,20.15,7,0,3,No,Credit Card,657,No,4.2,Yes,1479.72,Yes
CAS-01650,43,Deluxe,59.81,3,2,3,No,PayPal,824,Yes,3.9,No,2414.52,Yes
CAS-01651,45,Basic,20.08,5,1,0,Yes,Credit Card,356,No,3.7,No,793.04,No
