viewer_id,months_subscribed,plan_level,monthly_rate,devices_registered,weekly_watch_hours,autoplay_next_episode,payment_method,binge_sessions_per_month,signup_channel,num_profiles,days_since_last_watch,parental_controls_enabled,projected_lifetime_value,subscription_lapsed
SOL-00938,15,Ad-Lite,6.55,4,4.2,No,Gift Card,2,Partner Bundle,2,18,Yes,90.59,No
SOL-00939,40,Ultra,20.66,2,15.2,No,Mobile Carrier Billing,2,Web,1,19,No,870.47,No
SOL-00940,1,Standard,11.89,4,12.6,Yes,PayPal,2,Partner Bundle,2,2,No,98.82,No
SOL-00941,13,Ad-Lite,5.23,4,14.5,Yes,Gift Card,5,Web,2,7,No,21.42,No
SOL-00942,14,Ad-Lite,4.15,2,0.6,No,Credit Card,0,App Store,2,3,No,111.61,No
SOL-00943,12,Standard,12.32,2,2.8,Yes,Mobile Carrier Billing,2,Web,1,23,No,351.85,Yes
SOL-00944,24,Standard,14.2,2,11.7,No,Credit Card,5,Partner Bundle,2,2,Yes,127.97,Yes
SOL-00945,19,Ad-Lite,5.13,1,8.3,No,PayPal,4,Web,2,5,No,232.23,Yes
SOL-00946,18,Ad-Lite,6.09,1,15.0,No,PayPal,3,App Store,4,17,Yes,120.89,Yes
SOL-00947,9,Ad-Lite,6.1,1,2.2,No,PayPal,4,App Store,2,11,No,0.0,No
SOL-00948,4,Ad-Lite,5.99,2,5.8,Yes,PayPal,4,App Store,3,14,No,16.3,Yes
SOL-00949,6,Ad-Lite,7.46,1,4.2,No,Mobile Carrier Billing,2,Web,2,2,No,78.5,No
SOL-00950,8,Ultra,18.0,1,15.3,Yes,Credit Card,4,Web,3,16,No,221.96,No
SOL-00951,21,Ad-Lite,6.3,2,3.9,No,Credit Card,4,Web,2,14,No,39.52,Yes
SOL-00952,19,Standard,10.59,2,10.7,No,Credit Card,6,Web,1,13,No,150.48,Yes
SOL-00953,8,Standard,11.33,4,14.7,Yes,Credit Card,3,Web,2,2,Yes,156.38,Yes
SOL-00954,5,Standard,11.74,1,4.5,No,Credit Card,5,App Store,2,9,No,183.09,Yes
SOL-00955,4,Ultra,16.86,5,0.9,Yes,Mobile Carrier Billing,4,App Store,2,4,No,0.0,Yes
SOL-00956,7,Standard,13.11,3,25.7,Yes,Mobile Carrier Billing,5,App Store,2,5,No,169.4,No
SOL-00957,19,Ad-Lite,5.81,5,11.0,No,Credit Card,2,App Store,3,3,No,0.0,Yes
SOL-00958,13,Ad-Lite,6.08,3,6.3,Yes,Mobile Carrier Billing,6,Partner Bundle,3,5,No,82.02,Yes
SOL-00959,19,Standard,11.99,2,2.7,Yes,PayPal,2,Partner Bundle,2,16,No,470.14,Yes
SOL-00960,13,Ad-Lite,6.9,2,3.4,No,Credit Card,2,Partner Bundle,1,7,No,187.89,Yes
SOL-00961,10,Standard,11.15,3,5.8,No,PayPal,3,App Store,1,2,Yes,214.26,Yes
SOL-00962,14,Ad-Lite,6.03,2,7.4,No,Mobile Carrier Billing,1,Web,5,11,Yes,108.41,Yes
SOL-00963,25,Ad-Lite,6.85,2,12.2,No,Credit Card,6,Web,2,10,No,109.88,No
SOL-00964,21,Standard,14.32,2,7.3,Yes,Credit Card,5,Web,1,8,Yes,449.83,Yes
SOL-00965,10,Ad-Lite,6.76,2,12.0,Yes,Credit Card,3,App Store,5,14,Yes,89.11,No
SOL-00966,12,Standard,10.24,5,6.0,No,Credit Card,3,Web,3,14,No,204.12,No
SOL-00967,29,Standard,11.13,3,0.9,No,Gift Card,5,Web,3,7,No,334.79,Yes
SOL-00968,11,Standard,14.27,3,5.5,Yes,Credit Card,3,Partner Bundle,4,8,No,153.84,Yes
SOL-00969,3,Ad-Lite,6.19,3,10.4,No,Credit Card,1,App Store,3,17,No,99.69,Yes
SOL-00970,3,Ad-Lite,6.49,1,5.0,Yes,Mobile Carrier Billing,1,Partner Bundle,3,3,Yes,59.56,No
SOL-00971,17,Standard,10.34,1,11.6,No,Credit Card,3,Web,3,17,No,217.37,Yes
SOL-00972,15,Ad-Lite,6.87,4,0.9,No,Credit Card,1,App Store,3,7,Yes,91.63,Yes
SOL-00973,17,Standard,11.26,1,5.8,No,Mobile Carrier Billing,2,Web,4,3,No,194.3,No
SOL-00974,8,Standard,13.78,3,1.5,Yes,Mobile Carrier Billing,5,Web,3,6,Yes,259.15,Yes
SOL-00975,1,Ad-Lite,4.47,1,3.8,Yes,Credit Card,3,Partner Bundle,3,15,No,0.0,Yes
SOL-00976,27,Ad-Lite,6.18,3,7.5,No,Credit Card,1,App Store,2,16,No,203.05,No
SOL-00977,9,Ad-Lite,5.52,1,0.7,Yes,Credit Card,3,App Store,4,30,No,17.32,No
SOL-00978,29,Ad-Lite,6.79,1,14.1,Yes,PayPal,4,Partner Bundle,1,9,No,291.81,Yes
SOL-00979,20,Ultra,17.03,2,4.1,No,PayPal,1,Web,1,10,Yes,296.6,No
SOL-00980,7,Ad-Lite,5.27,2,3.9,Yes,Mobile Carrier Billing,4,Partner Bundle,3,2,Yes,61.4,Yes
SOL-00981,25,Standard,10.82,5,13.3,No,Credit Card,2,Partner Bundle,3,2,Yes,344.39,No
SOL-00982,16,Standard,10.03,1,8.6,No,PayPal,4,Partner Bundle,1,8,Yes,340.43,No
SOL-00983,28,Standard,11.83,5,11.5,No,Gift Card,4,Web,1,15,No,373.8,No
SOL-00984,20,Standard,11.48,1,4.3,No,PayPal,4,Web,3,20,No,239.29,No
SOL-00985,13,Standard,12.59,1,16.1,Yes,Gift Card,6,App Store,3,9,No,209.71,No
SOL-00986,13,Standard,11.87,2,9.3,Yes,Credit Card,3,Web,2,18,No,153.39,No
SOL-00987,9,Standard,10.45,3,4.5,Yes,PayPal,6,Partner Bundle,4,2,No,279.42,No
SOL-00988,28,Ad-Lite,7.55,2,4.4,No,Mobile Carrier Billing,5,App Store,2,2,Yes,80.35,No
SOL-00989,17,Standard,11.95,2,9.1,No,Credit Card,3,App Store,2,7,No,319.82,No
SOL-00990,4,Standard,11.73,3,8.3,No,PayPal,4,App Store,2,8,No,47.64,Yes
SOL-00991,20,Ad-Lite,6.77,2,0.9,Yes,Credit Card,2,Web,2,9,No,172.99,Yes
SOL-00992,15,Standard,11.95,1,6.8,Yes,PayPal,5,Partner Bundle,1,9,No,52.38,Yes
SOL-00993,18,Ad-Lite,5.86,4,4.4,No,Mobile Carrier Billing,3,Partner Bundle,2,25,No,91.41,Yes
SOL-00994,9,Standard,13.71,3,10.1,Yes,Credit Card,2,Partner Bundle,2,4,No,113.12,No
SOL-00995,6,Standard,11.7,4,3.9,Yes,Credit Card,1,Partner Bundle,2,15,No,0.0,Yes
SOL-00996,21,Standard,12.05,4,4.8,No,Credit Card,6,App Store,1,7,No,313.66,Yes
SOL-00997,24,Standard,12.09,3,1.6,No,PayPal,5,Partner Bundle,1,12,No,310.64,No
SOL-00998,8,Ad-Lite,6.28,3,12.0,No,PayPal,3,Partner Bundle,1,5,No,95.96,No
SOL-00999,23,Standard,12.38,3,5.0,No,Mobile Carrier Billing,6,Partner Bundle,4,7,No,232.31,No
SOL-01000,15,Standard,13.62,2,12.8,No,Mobile Carrier Billing,7,Web,1,10,No,287.75,No
SOL-01001,32,Ad-Lite,7.17,5,14.4,Yes,PayPal,1,Web,2,26,No,130.33,Yes
SOL-01002,8,Ultra,17.83,3,3.1,Yes,Gift Card,1,Partner Bundle,1,9,No,250.26,Yes
SOL-01003,32,Standard,11.66,4,5.1,Yes,PayPal,5,Web,2,9,Yes,534.73,No
SOL-01004,9,Ultra,16.96,1,6.3,Yes,Gift Card,2,Web,1,2,No,275.79,No
SOL-01005,35,Ad-Lite,6.11,2,9.1,Yes,Credit Card,2,Web,3,15,No,402.18,No
SOL-01006,4,Ad-Lite,5.2,2,1.0,Yes,Mobile Carrier Billing,5,App Store,3,1,No,4.2,Yes
SOL-01007,3,Standard,11.91,1,43.8,Yes,Credit Card,3,App Store,2,10,No,79.03,No
SOL-01008,19,Standard,11.51,2,13.4,No,Mobile Carrier Billing,2,Web,2,9,No,175.4,No
SOL-01009,19,Standard,12.22,2,6.0,Yes,Mobile Carrier Billing,4,App Store,1,4,No,305.42,No
SOL-01010,18,Standard,11.34,4,2.6,Yes,PayPal,2,App Store,2,8,No,452.88,No
SOL-01011,15,Ultra,17.65,3,17.9,Yes,PayPal,6,Web,3,6,No,124.51,No
SOL-01012,3,Ultra,16.3,2,3.3,Yes,PayPal,1,App Store,3,9,No,38.69,No
SOL-01013,29,Standard,9.72,4,7.6,Yes,Mobile Carrier Billing,1,Partner Bundle,1,1,No,278.24,No
SOL-01014,18,Standard,10.28,1,3.3,Yes,Gift Card,5,App Store,1,9,No,1.7,No
SOL-01015,24,Standard,11.67,2,15.0,Yes,Mobile Carrier Billing,3,Partner Bundle,3,26,No,387.83,No
SOL-01016,4,Ad-Lite,4.66,3,7.0,Yes,Mobile Carrier Billing,1,Web,2,7,No,0.0,Yes
SOL-01017,9,Ad-Lite,6.24,4,5.5,No,Gift Card,0,Web,2,4,No,30.06,Yes
SOL-01018,16,Ad-Lite,5.55,1,13.3,Yes,Credit Card,1,Web,3,0,No,96.74,No
SOL-01019,5,Standard,12.5,3,3.8,Yes,Mobile Carrier Billing,2,App Store,1,11,Yes,12.19,Yes
SOL-01020,24,Ad-Lite,6.23,5,7.1,No,Mobile Carrier Billing,2,Web,2,17,No,165.54,Yes
SOL-01021,15,Ultra,16.68,3,6.4,No,Credit Card,1,Partner Bundle,1,3,Yes,294.21,No
SOL-01022,15,Standard,13.0,1,8.1,Yes,Credit Card,2,App Store,1,4,No,271.58,No
SOL-01023,27,Standard,10.03,2,4.5,No,Mobile Carrier Billing,2,Web,2,3,Yes,260.53,No
SOL-01024,3,Ad-Lite,5.83,2,19.4,No,PayPal,0,Web,1,13,No,0.0,Yes
SOL-01025,8,Ad-Lite,6.84,1,9.7,Yes,Mobile Carrier Billing,5,Partner Bundle,1,7,No,107.02,Yes
SOL-01026,4,Standard,14.24,2,17.0,Yes,Credit Card,4,Web,3,30,No,12.82,No
SOL-01027,39,Ultra,14.68,2,3.9,Yes,Credit Card,7,Partner Bundle,2,6,No,603.48,Yes
SOL-01028,31,Ad-Lite,7.6,5,3.4,No,PayPal,3,App Store,1,15,No,274.03,Yes
SOL-01029,2,Ultra,16.97,4,13.3,No,Gift Card,7,App Store,2,7,No,110.48,No
SOL-01030,28,Ultra,17.01,4,3.9,Yes,Credit Card,7,App Store,3,3,No,275.22,No
SOL-01031,35,Ad-Lite,6.33,1,2.8,No,Mobile Carrier Billing,4,Partner Bundle,1,9,No,453.63,No
SOL-01032,29,Standard,13.07,4,1.0,Yes,Credit Card,3,Web,2,10,No,127.76,No
SOL-01033,20,Ad-Lite,6.66,1,7.2,No,PayPal,2,App Store,2,13,No,154.5,Yes
SOL-01034,8,Ad-Lite,6.95,2,4.7,No,Gift Card,3,App Store,1,1,No,24.5,No
SOL-01035,16,Standard,11.59,3,2.7,No,Mobile Carrier Billing,6,App Store,4,15,No,84.39,No
SOL-01036,24,Standard,12.1,2,3.6,Yes,Mobile Carrier Billing,1,Web,2,4,No,144.28,No
SOL-01037,16,Standard,9.73,1,16.8,No,Credit Card,4,Web,1,10,No,124.85,No
SOL-01038,10,Standard,12.37,3,2.6,Yes,Credit Card,5,App Store,3,4,No,210.2,Yes
SOL-01039,21,Ultra,19.37,2,1.0,No,Credit Card,1,Web,3,2,Yes,630.18,No
SOL-01040,8,Ad-Lite,6.62,2,15.1,No,Credit Card,6,Web,2,6,No,112.57,Yes
SOL-01041,1,Ultra,19.35,1,7.3,Yes,PayPal,2,App Store,1,3,Yes,0.0,No
SOL-01042,4,Standard,11.56,2,2.5,No,Credit Card,2,Partner Bundle,3,3,No,0.0,Yes
SOL-01043,14,Ultra,17.43,2,2.1,Yes,Credit Card,3,App Store,2,3,No,200.09,Yes
SOL-01044,14,Ultra,16.16,1,6.2,No,Gift Card,1,Web,4,4,No,220.29,No
SOL-01045,8,Ad-Lite,7.21,1,6.3,Yes,PayPal,2,Web,3,23,Yes,144.73,Yes
SOL-01046,27,Standard,11.2,2,6.8,Yes,Mobile Carrier Billing,2,Web,2,1,No,353.48,Yes
SOL-01047,9,Standard,11.55,3,13.7,No,Credit Card,6,Web,1,3,Yes,110.17,No
SOL-01048,5,Ad-Lite,5.11,1,17.0,Yes,Gift Card,3,App Store,3,10,No,0.0,Yes
SOL-01049,4,Ad-Lite,6.5,1,10.3,Yes,Mobile Carrier Billing,0,Partner Bundle,4,8,No,70.55,No
SOL-01050,7,Standard,10.73,2,5.9,Yes,Mobile Carrier Billing,1,Web,1,7,No,41.22,No
SOL-01051,6,Standard,10.82,2,7.0,Yes,Credit Card,2,App Store,2,3,No,38.41,Yes
SOL-01052,9,Ad-Lite,7.23,5,13.0,Yes,PayPal,3,Partner Bundle,1,8,No,93.49,Yes
SOL-01053,10,Ultra,17.93,2,7.6,Yes,Mobile Carrier Billing,6,App Store,2,5,No,515.24,No
SOL-01054,20,Standard,12.17,3,7.5,Yes,Credit Card,3,App Store,1,14,No,250.55,Yes
SOL-01055,20,Ad-Lite,4.24,4,1.5,Yes,Mobile Carrier Billing,7,Web,3,14,No,153.28,Yes
SOL-01056,11,Ultra,17.44,1,10.2,No,Mobile Carrier Billing,2,Web,3,5,Yes,214.21,No
SOL-01057,14,Ultra,17.29,4,8.8,Yes,PayPal,5,App Store,1,0,No,261.95,No
SOL-01058,20,Ad-Lite,6.09,3,2.8,Yes,PayPal,7,Web,5,11,No,78.9,Yes
SOL-01059,19,Standard,11.47,5,8.3,Yes,Credit Card,3,App Store,2,10,No,389.5,No
SOL-01060,6,Standard,11.27,5,9.4,Yes,PayPal,3,Web,2,10,No,158.76,No
SOL-01061,35,Ad-Lite,5.58,2,5.4,Yes,PayPal,3,App Store,3,9,No,123.78,Yes
SOL-01062,37,Standard,11.72,3,5.2,Yes,Mobile Carrier Billing,2,Partner Bundle,4,2,No,446.27,No
SOL-01063,17,Ad-Lite,5.08,1,3.1,No,Credit Card,3,Web,1,4,No,83.8,Yes
SOL-01064,6,Ad-Lite,5.68,2,7.4,Yes,Credit Card,6,Web,2,11,Yes,61.76,Yes
SOL-01065,9,Standard,12.6,2,6.5,Yes,Mobile Carrier Billing,1,Partner Bundle,3,11,No,130.58,No
SOL-01066,5,Ad-Lite,5.28,3,9.9,No,Mobile Carrier Billing,1,Web,2,6,Yes,29.19,Yes
SOL-01067,15,Standard,11.72,2,2.6,Yes,Credit Card,1,Partner Bundle,2,17,No,26.4,No
SOL-01068,5,Ad-Lite,4.9,2,13.5,Yes,Credit Card,7,App Store,1,11,No,69.88,Yes
SOL-01069,17,Ad-Lite,6.05,5,7.9,Yes,Credit Card,3,Web,3,7,No,32.94,Yes
SOL-01070,33,Ad-Lite,6.51,3,6.2,Yes,Mobile Carrier Billing,2,Partner Bundle,3,4,No,91.58,No
SOL-01071,32,Ultra,15.1,3,5.0,Yes,Mobile Carrier Billing,4,Web,5,8,No,293.49,No
SOL-01072,2,Ultra,17.92,2,24.4,Yes,PayPal,3,Web,1,18,No,78.56,No
SOL-01073,27,Standard,10.71,4,6.9,Yes,PayPal,3,Partner Bundle,1,6,No,570.26,No
SOL-01074,6,Ad-Lite,7.06,2,10.3,No,PayPal,1,Partner Bundle,1,2,No,12.47,Yes
SOL-01075,24,Standard,10.86,3,13.5,Yes,Mobile Carrier Billing,2,App Store,1,9,No,552.21,No
SOL-01076,5,Ad-Lite,6.5,1,4.3,No,Credit Card,4,App Store,2,10,No,76.62,Yes
SOL-01077,2,Ultra,19.13,2,2.5,No,Mobile Carrier Billing,4,App Store,3,2,No,101.14,No
SOL-01078,14,Ad-Lite,5.71,2,5.6,Yes,Gift Card,6,App Store,4,3,No,135.46,No
SOL-01079,10,Standard,11.21,1,11.5,Yes,Credit Card,7,App Store,5,1,No,100.41,No
SOL-01080,2,Ad-Lite,6.99,3,3.6,Yes,Credit Card,2,App Store,2,9,No,21.14,Yes
SOL-01081,4,Standard,9.81,2,16.0,No,Credit Card,3,Partner Bundle,3,20,No,122.06,No
SOL-01082,5,Ad-Lite,6.0,2,6.7,No,PayPal,4,Partner Bundle,1,11,No,61.21,No
SOL-01083,22,Ultra,16.84,4,6.3,No,Mobile Carrier Billing,5,Partner Bundle,3,2,Yes,142.28,No
SOL-01084,1,Ad-Lite,5.5,4,6.5,Yes,Gift Card,7,App Store,2,13,No,36.3,Yes
SOL-01085,10,Standard,11.8,2,10.0,Yes,Mobile Carrier Billing,2,Partner Bundle,1,22,Yes,0.0,No
SOL-01086,22,Standard,9.89,2,9.7,No,PayPal,2,Partner Bundle,3,4,Yes,433.18,No
SOL-01087,4,Standard,10.7,2,5.6,Yes,Credit Card,3,Web,3,6,No,54.98,No
SOL-01088,2,Standard,11.9,3,4.7,No,Gift Card,5,App Store,3,13,Yes,0.0,No
SOL-01089,32,Ultra,17.2,3,3.0,Yes,Mobile Carrier Billing,4,Web,2,12,No,556.93,No
SOL-01090,16,Standard,12.46,2,11.4,No,Gift Card,3,Partner Bundle,3,3,No,326.23,Yes
SOL-01091,9,Ad-Lite,6.75,3,4.2,Yes,Mobile Carrier Billing,2,App Store,5,3,Yes,130.8,Yes
SOL-01092,10,Ad-Lite,7.25,4,25.3,Yes,Credit Card,3,App Store,2,3,No,167.93,Yes
SOL-01093,1,Ad-Lite,5.29,3,5.3,Yes,Credit Card,4,App Store,1,14,No,0.0,Yes
SOL-01094,7,Ad-Lite,5.49,1,12.9,Yes,Mobile Carrier Billing,4,Web,1,6,No,148.71,Yes
SOL-01095,5,Ultra,17.09,3,6.9,Yes,Mobile Carrier Billing,3,App Store,2,22,No,0.0,No
SOL-01096,17,Ad-Lite,6.96,2,12.5,No,Credit Card,3,App Store,2,15,No,448.59,Yes
SOL-01097,21,Standard,10.5,1,9.9,Yes,Mobile Carrier Billing,4,Web,2,29,No,339.97,Yes
SOL-01098,18,Standard,12.39,2,11.5,Yes,Mobile Carrier Billing,3,Partner Bundle,3,7,No,129.3,No
SOL-01099,18,Standard,9.58,1,3.3,No,Credit Card,4,App Store,3,4,No,114.34,Yes
SOL-01100,36,Ad-Lite,6.64,3,1.7,Yes,Credit Card,1,Web,2,8,Yes,318.58,No
SOL-01101,38,Ultra,15.78,3,8.0,No,Gift Card,5,Web,4,2,No,429.32,No
SOL-01102,23,Ad-Lite,6.5,1,5.2,No,Credit Card,8,Web,1,3,No,254.87,Yes
SOL-01103,4,Ad-Lite,7.07,1,4.8,Yes,Credit Card,2,App Store,2,20,No,88.98,Yes
SOL-01104,15,Standard,12.93,1,6.0,Yes,Mobile Carrier Billing,3,Partner Bundle,1,14,No,203.96,No
SOL-01105,15,Ad-Lite,7.23,2,7.7,Yes,PayPal,6,Web,3,8,Yes,157.19,Yes
SOL-01106,5,Standard,11.18,3,6.2,No,Credit Card,3,App Store,2,8,No,160.42,No
SOL-01107,16,Standard,11.31,3,3.8,No,Credit Card,6,App Store,1,1,No,107.5,No
SOL-01108,6,Standard,10.8,1,5.8,Yes,PayPal,3,Web,4,4,No,101.38,No
SOL-01109,4,Standard,13.13,1,3.4,Yes,Credit Card,1,App Store,4,10,No,83.25,No
SOL-01110,8,Standard,11.83,3,7.6,No,PayPal,5,Web,2,7,No,60.54,Yes
SOL-01111,26,Standard,11.79,1,6.7,Yes,PayPal,5,App Store,1,15,No,258.2,No
SOL-01112,35,Standard,9.62,4,15.6,Yes,Mobile Carrier Billing,7,App Store,2,10,No,468.87,No
SOL-01113,5,Ad-Lite,6.12,1,15.3,Yes,Credit Card,4,Partner Bundle,2,5,No,28.07,Yes
SOL-01114,34,Ad-Lite,7.82,3,5.2,Yes,PayPal,5,App Store,1,13,Yes,350.98,No
SOL-01115,14,Ad-Lite,8.0,1,5.2,Yes,Credit Card,3,App Store,1,1,Yes,106.28,No
SOL-01116,11,Ad-Lite,5.81,1,12.2,Yes,Mobile Carrier Billing,3,Web,2,6,Yes,173.66,Yes
SOL-01117,11,Ultra,17.43,2,10.3,No,PayPal,3,Web,1,14,No,181.1,Yes
SOL-01118,6,Standard,10.16,3,9.1,Yes,Mobile Carrier Billing,3,Web,4,10,No,30.69,No
SOL-01119,20,Ad-Lite,6.48,1,4.9,Yes,Gift Card,2,Web,1,4,No,66.79,No
SOL-01120,26,Ad-Lite,5.5,2,4.7,Yes,Mobile Carrier Billing,5,Partner Bundle,2,30,Yes,201.31,Yes
SOL-01121,13,Standard,9.09,3,8.0,Yes,Mobile Carrier Billing,2,Partner Bundle,2,8,No,204.23,No
SOL-01122,9,Ad-Lite,6.7,2,5.6,Yes,Credit Card,4,Partner Bundle,3,12,Yes,39.0,No
SOL-01123,13,Standard,13.79,1,29.2,Yes,PayPal,4,Web,2,11,No,279.69,No
SOL-01124,25,Ad-Lite,4.99,2,14.7,No,PayPal,3,Web,2,9,Yes,271.45,No
SOL-01125,6,Standard,11.71,2,6.7,Yes,Credit Card,4,Web,2,6,No,146.16,Yes
SOL-01126,20,Standard,10.9,1,4.0,Yes,Mobile Carrier Billing,2,App Store,3,3,No,478.12,No
SOL-01127,15,Ultra,18.32,4,4.6,No,PayPal,3,App Store,2,19,No,259.29,No
SOL-01128,22,Ad-Lite,5.29,2,9.2,Yes,PayPal,2,App Store,3,9,No,117.79,No
SOL-01129,6,Ad-Lite,6.13,2,9.0,Yes,Gift Card,3,Web,2,21,No,81.98,Yes
SOL-01130,25,Standard,10.91,3,7.3,Yes,Credit Card,3,Web,3,13,No,267.98,No
SOL-01131,2,Standard,13.67,1,9.1,No,Credit Card,5,App Store,2,12,No,50.58,Yes
SOL-01132,33,Standard,15.0,3,3.7,No,PayPal,4,App Store,2,2,No,240.93,No
SOL-01133,26,Standard,12.88,3,9.9,Yes,PayPal,3,App Store,4,29,No,244.43,No
SOL-01134,6,Ultra,18.24,2,9.2,No,PayPal,6,Web,5,4,No,225.25,No
SOL-01135,3,Ad-Lite,6.46,3,2.7,No,Mobile Carrier Billing,4,Partner Bundle,3,3,No,121.94,No
SOL-01136,13,Ad-Lite,5.47,1,2.7,Yes,Credit Card,2,App Store,3,6,No,29.23,Yes
SOL-01137,19,Standard,12.13,3,2.7,No,Gift Card,5,Partner Bundle,2,23,No,244.07,No
SOL-01138,23,Ad-Lite,4.7,1,6.1,Yes,Credit Card,5,Web,2,7,No,82.04,No
SOL-01139,17,Ad-Lite,6.94,2,14.3,Yes,Gift Card,3,Partner Bundle,4,13,No,112.41,Yes
SOL-01140,14,Ad-Lite,5.69,2,5.0,Yes,Mobile Carrier Billing,1,App Store,2,8,No,122.43,Yes
SOL-01141,7,Standard,12.02,1,5.2,Yes,Mobile Carrier Billing,5,Web,1,8,No,217.82,No
SOL-01142,17,Ad-Lite,6.2,3,1.5,Yes,Credit Card,3,Partner Bundle,2,11,No,262.55,No
SOL-01143,15,Standard,12.21,1,1.6,Yes,Credit Card,4,App Store,2,12,No,162.17,No
SOL-01144,5,Ultra,17.13,2,5.7,Yes,Credit Card,5,Partner Bundle,3,3,No,80.27,No
SOL-01145,6,Ad-Lite,5.86,2,8.1,Yes,Mobile Carrier Billing,2,App Store,1,26,No,17.03,Yes
SOL-01146,20,Standard,15.0,2,10.7,No,Mobile Carrier Billing,1,Web,1,13,No,594.57,No
SOL-01147,29,Ultra,15.84,2,1.7,No,Mobile Carrier Billing,4,Web,2,8,Yes,394.84,No
SOL-01148,2,Ad-Lite,7.08,1,3.4,No,Mobile Carrier Billing,2,Web,2,3,No,64.36,Yes
SOL-01149,6,Standard,11.98,3,10.3,Yes,Credit Card,3,Web,2,9,No,169.57,No
SOL-01150,2,Ad-Lite,5.1,3,1.9,Yes,Gift Card,7,Web,3,26,No,7.07,Yes
SOL-01151,23,Ad-Lite,6.4,1,3.1,Yes,PayPal,4,App Store,3,16,No,109.68,No
SOL-01152,12,Ultra,15.51,5,8.0,Yes,PayPal,2,Web,5,5,No,204.03,No
SOL-01153,16,Standard,12.14,1,5.5,Yes,PayPal,2,App Store,1,12,No,231.62,Yes
SOL-01154,21,Standard,11.92,2,4.9,No,Gift Card,3,Web,1,9,No,363.61,No
SOL-01155,12,Ad-Lite,7.57,1,2.4,No,Credit Card,4,Web,2,23,No,106.87,Yes
SOL-01156,1,Ad-Lite,5.82,2,9.6,Yes,PayPal,3,Web,2,12,No,0.0,No
SOL-01157,12,Standard,12.5,1,4.3,No,Credit Card,3,Web,1,12,Yes,389.43,No
SOL-01158,23,Ad-Lite,5.93,2,4.7,Yes,Gift Card,4,App Store,1,5,No,193.54,No
SOL-01159,1,Ad-Lite,5.83,2,20.9,No,Credit Card,5,App Store,3,15,No,78.27,Yes
SOL-01160,10,Ad-Lite,5.47,4,3.7,No,Mobile Carrier Billing,6,Web,2,33,No,49.06,No
SOL-01161,5,Ad-Lite,5.55,3,15.7,Yes,Credit Card,4,Web,2,9,No,69.9,No
SOL-01162,20,Ad-Lite,6.42,3,5.7,No,PayPal,7,Partner Bundle,3,5,No,108.66,Yes
SOL-01163,25,Standard,11.47,1,1.4,Yes,Mobile Carrier Billing,1,Partner Bundle,2,11,No,446.79,No
SOL-01164,11,Standard,13.05,1,3.3,Yes,Credit Card,3,App Store,2,5,No,396.12,Yes
SOL-01165,13,Ultra,17.43,3,5.7,Yes,Credit Card,2,Partner Bundle,1,5,No,346.67,No
SOL-01166,14,Ad-Lite,6.28,5,7.8,Yes,Mobile Carrier Billing,3,Web,1,2,No,157.7,Yes
SOL-01167,27,Standard,11.34,1,10.3,Yes,Credit Card,5,Partner Bundle,3,2,No,450.09,Yes
SOL-01168,7,Ad-Lite,6.02,1,15.5,Yes,Mobile Carrier Billing,3,App Store,2,2,No,144.27,No
SOL-01169,31,Standard,9.69,3,1.9,Yes,Credit Card,6,Web,2,11,Yes,568.52,Yes
SOL-01170,2,Standard,10.65,2,6.9,Yes,PayPal,1,App Store,1,17,No,47.4,Yes
SOL-01171,25,Ad-Lite,5.09,1,3.4,No,Credit Card,5,App Store,3,3,No,95.17,Yes
SOL-01172,3,Ad-Lite,4.76,1,3.3,No,PayPal,6,App Store,1,24,No,7.26,Yes
SOL-01173,25,Ad-Lite,5.88,3,12.5,No,PayPal,5,Web,2,7,No,155.0,Yes
SOL-01174,13,Ad-Lite,6.57,2,5.8,Yes,Gift Card,6,Web,3,7,No,152.18,Yes
SOL-01175,13,Ad-Lite,5.7,3,7.7,Yes,Mobile Carrier Billing,6,Web,2,17,No,167.13,Yes
SOL-01176,14,Ultra,16.59,2,2.0,No,Credit Card,3,Web,1,1,No,456.67,No
SOL-01177,17,Ad-Lite,6.65,3,15.0,No,Credit Card,6,App Store,3,11,No,268.28,Yes
SOL-01178,5,Ad-Lite,6.31,3,9.9,Yes,Credit Card,5,Web,2,6,No,117.56,Yes
SOL-01179,5,Standard,10.15,5,2.7,No,Gift Card,7,Partner Bundle,2,13,No,26.4,No
SOL-01180,21,Ultra,15.41,2,3.3,No,PayPal,3,Partner Bundle,2,8,No,401.31,No
SOL-01181,24,Ad-Lite,4.22,2,15.6,Yes,Mobile Carrier Billing,6,Web,1,10,No,131.78,No
SOL-01182,18,Standard,11.71,1,8.8,Yes,Credit Card,5,Partner Bundle,3,4,No,387.65,No
SOL-01183,5,Standard,12.95,1,8.0,No,Mobile Carrier Billing,0,Web,2,7,No,148.97,Yes
SOL-01184,22,Standard,11.52,3,7.4,No,Mobile Carrier Billing,6,App Store,3,7,No,184.71,Yes
SOL-01185,15,Standard,12.52,1,10.4,Yes,Credit Card,0,Web,2,3,No,150.43,No
SOL-01186,16,Ultra,17.06,3,2.7,No,Credit Card,1,Web,1,4,No,323.22,No
SOL-01187,5,Ultra,19.54,1,6.6,Yes,Credit Card,2,Partner Bundle,3,4,No,111.2,No
SOL-01188,23,Standard,11.22,3,18.6,No,PayPal,3,App Store,4,4,No,490.76,Yes
