customer_id,churned,monthly_bill,tenure_months,estimated_customer_value,plan_type,num_lines,has_international_plan,data_overage_gb,autopay_enabled,device_financing_active,network_type,support_calls_ytd,days_since_last_upgrade,family_plan_member,satisfaction_score
MRD-001270,Yes,42.04,23,704.87,Basic,4,No,0.19,Yes,No,5G,4,229,Yes,10
MRD-001271,Yes,41.02,48,2641.58,Basic,1,No,4.26,Yes,Yes,5G,3,283,No,3
MRD-001272,Yes,38.68,28,1107.26,Basic,4,No,2.57,No,Yes,5G,2,1359,Yes,1
MRD-001273,No,34.23,26,864.9,Basic,5,No,11.75,Yes,No,5G,1,1339,Yes,6
MRD-001274,No,58.68,14,903.78,Plus,2,Yes,8.6,No,No,5G,1,85,No,5
MRD-001275,No,91.39,20,3059.44,Premium,5,No,11.37,Yes,Yes,4G,1,622,Yes,5
MRD-001276,Yes,45.42,92,3968.11,Basic,1,No,2.74,No,Yes,5G,2,802,No,9
MRD-001277,Yes,35.0,88,3298.62,Basic,3,No,1.41,No,No,5G,3,731,Yes,7
MRD-001278,No,62.23,82,5653.73,Plus,2,No,1.19,Yes,No,5G,0,1322,No,3
MRD-001279,No,59.81,10,667.24,Plus,4,No,6.39,Yes,No,5G,1,1266,Yes,9
MRD-001280,No,67.06,9,685.38,Plus,1,No,0.51,No,No,4G,0,1491,No,9
MRD-001281,No,48.96,88,8283.9,Basic,2,No,2.25,No,No,5G,6,162,No,7
MRD-001282,No,107.11,42,5280.32,Premium,3,No,1.43,Yes,Yes,5G,1,71,Yes,9
MRD-001283,No,32.34,12,881.86,Basic,3,No,0.42,No,Yes,4G,3,1309,Yes,7
MRD-001284,Yes,36.05,28,843.46,Basic,1,No,4.46,Yes,No,5G,2,181,No,2
MRD-001285,Yes,66.28,75,3363.38,Plus,3,No,0.51,Yes,Yes,5G,1,1204,Yes,6
MRD-001286,Yes,49.09,67,2983.47,Plus,1,No,3.56,Yes,No,4G,3,1209,No,9
MRD-001287,No,67.85,56,3653.87,Plus,1,No,4.13,No,No,5G,0,420,No,10
MRD-001288,No,74.2,25,1351.9,Premium,1,No,4.5,Yes,No,5G,3,624,No,2
MRD-001289,Yes,82.6,63,6068.26,Premium,2,No,3.79,No,No,5G,2,1241,No,9
MRD-001290,No,103.58,25,1483.8,Premium,1,No,2.55,Yes,No,4G,1,1327,No,3
MRD-001291,Yes,42.94,39,2180.75,Basic,4,No,1.36,No,No,5G,1,385,Yes,6
MRD-001292,No,71.84,69,4600.85,Premium,3,No,6.63,Yes,No,5G,0,514,Yes,7
MRD-001293,No,27.64,58,1567.22,Basic,1,No,2.13,Yes,No,5G,1,865,No,10
MRD-001294,No,59.24,11,936.27,Plus,1,No,3.69,No,No,5G,1,1478,No,6
MRD-001295,No,34.51,6,564.83,Basic,4,No,1.65,Yes,No,5G,2,839,Yes,1
MRD-001296,Yes,32.53,57,1063.67,Basic,2,No,4.0,Yes,No,5G,2,391,No,5
MRD-001297,Yes,99.86,34,4234.22,Premium,1,No,6.82,Yes,Yes,5G,0,889,No,6
MRD-001298,No,87.3,39,3592.73,Premium,4,No,1.02,Yes,Yes,4G,1,1259,Yes,6
MRD-001299,No,93.13,65,8054.86,Premium,2,No,11.39,Yes,Yes,4G,1,412,No,10
MRD-001300,No,98.23,77,4848.44,Premium,3,No,1.42,Yes,No,5G,1,839,Yes,5
MRD-001301,No,80.76,45,2735.75,Premium,3,No,7.46,No,No,4G,4,1228,Yes,2
MRD-001302,No,88.16,10,1086.57,Premium,1,Yes,2.46,Yes,No,5G,3,1266,No,8
MRD-001303,Yes,63.76,2,135.69,Plus,2,No,1.87,No,No,5G,0,683,No,10
MRD-001304,No,32.7,52,2285.58,Basic,2,No,1.57,Yes,Yes,5G,0,573,No,7
MRD-001305,No,57.15,59,2218.56,Plus,1,No,4.22,No,No,4G,2,108,No,10
MRD-001306,No,91.64,59,3125.41,Premium,3,No,3.49,No,No,5G,0,1466,Yes,9
MRD-001307,No,35.0,43,1789.87,Basic,3,No,1.13,Yes,Yes,5G,0,336,Yes,1
MRD-001308,Yes,36.44,22,1000.09,Basic,2,No,3.25,No,No,5G,0,285,No,10
MRD-001309,No,33.72,46,2444.95,Basic,2,No,4.38,Yes,Yes,5G,1,1162,No,10
MRD-001310,No,55.4,37,1601.63,Plus,1,No,5.0,No,Yes,5G,2,1064,No,10
MRD-001311,No,60.77,21,2999.27,Plus,2,Yes,5.54,No,Yes,4G,0,41,No,1
MRD-001312,No,35.81,93,3227.56,Basic,1,No,6.21,No,No,4G,2,1244,No,1
MRD-001313,Yes,30.6,75,1385.42,Basic,4,Yes,12.48,No,No,4G,1,171,Yes,4
MRD-001314,No,64.54,51,2412.11,Plus,3,Yes,4.29,Yes,No,5G,1,864,Yes,8
MRD-001315,No,102.31,47,3448.54,Premium,2,No,5.15,No,Yes,5G,1,156,No,3
MRD-001316,No,41.45,42,2447.93,Basic,4,No,5.21,Yes,No,5G,0,303,Yes,4
MRD-001317,No,60.42,53,3300.58,Plus,4,No,8.27,Yes,Yes,5G,4,601,Yes,9
MRD-001318,No,67.34,26,1372.93,Plus,4,No,0.8,No,No,5G,1,456,Yes,9
MRD-001319,No,58.39,50,2649.87,Plus,2,No,1.61,Yes,Yes,5G,2,1490,No,3
MRD-001320,No,119.89,22,5230.12,Premium,1,No,2.61,Yes,No,4G,0,183,No,9
MRD-001321,No,57.57,59,3067.11,Plus,3,No,2.03,Yes,No,4G,3,77,Yes,3
MRD-001322,No,107.47,2,82.91,Premium,3,No,1.79,Yes,Yes,5G,3,1240,Yes,5
MRD-001323,No,57.48,79,4153.47,Plus,2,Yes,2.15,Yes,No,4G,1,1139,No,9
MRD-001324,No,63.59,90,6854.77,Plus,1,No,4.45,Yes,No,5G,2,208,No,10
MRD-001325,No,89.46,62,9291.28,Premium,3,Yes,1.25,Yes,Yes,5G,1,887,Yes,6
MRD-001326,No,39.11,34,1770.75,Basic,2,No,5.42,Yes,No,5G,1,1450,No,10
MRD-001327,No,55.9,82,3800.49,Plus,4,No,1.31,Yes,No,5G,2,781,Yes,10
MRD-001328,No,45.45,23,677.58,Basic,3,No,2.28,Yes,No,4G,3,408,Yes,5
MRD-001329,No,36.58,45,2343.11,Basic,1,No,10.8,Yes,Yes,4G,0,231,No,4
MRD-001330,No,61.57,94,10680.12,Plus,4,No,8.59,No,No,5G,2,334,Yes,5
MRD-001331,No,104.13,34,2904.11,Premium,1,No,7.17,Yes,Yes,4G,2,974,No,1
MRD-001332,No,110.47,68,8100.11,Premium,4,No,6.99,Yes,Yes,5G,1,999,Yes,3
MRD-001333,Yes,24.82,81,1692.19,Basic,1,No,11.04,Yes,Yes,4G,1,1078,No,3
MRD-001334,Yes,63.2,37,2218.8,Plus,1,No,2.08,Yes,Yes,5G,2,529,No,3
MRD-001335,Yes,61.65,67,3884.55,Plus,1,No,2.03,Yes,Yes,4G,2,1273,No,8
MRD-001336,No,39.54,35,1151.84,Basic,1,No,0.56,Yes,Yes,4G,2,18,No,4
MRD-001337,Yes,66.05,93,3630.49,Plus,2,Yes,1.72,Yes,Yes,5G,5,911,No,9
MRD-001338,No,95.88,31,3353.19,Premium,4,Yes,5.18,Yes,No,4G,0,1104,Yes,8
MRD-001339,No,59.04,92,3896.06,Plus,1,No,1.07,Yes,No,5G,0,344,No,2
MRD-001340,No,72.11,9,592.37,Premium,2,No,4.38,No,No,5G,2,288,No,6
MRD-001341,No,56.62,27,2831.4,Plus,5,No,6.98,No,No,4G,3,35,Yes,8
MRD-001342,Yes,36.36,49,1019.16,Basic,2,No,2.02,Yes,Yes,5G,0,223,No,2
MRD-001343,Yes,33.81,5,374.12,Basic,4,No,1.77,Yes,No,4G,1,300,Yes,9
MRD-001344,No,52.87,77,2999.2,Plus,1,No,5.04,No,No,5G,2,66,No,10
MRD-001345,No,52.3,16,817.67,Plus,1,Yes,7.22,No,No,5G,2,747,No,1
MRD-001346,Yes,20.52,44,1214.7,Basic,1,No,0.6,No,Yes,4G,1,1283,No,6
MRD-001347,No,59.14,25,1792.81,Plus,5,Yes,1.74,No,Yes,4G,2,569,Yes,7
MRD-001348,No,52.9,19,855.97,Plus,3,No,1.76,Yes,No,5G,1,162,Yes,5
MRD-001349,No,106.79,50,5063.22,Premium,5,No,2.53,Yes,Yes,4G,0,814,Yes,3
MRD-001350,Yes,38.2,72,1500.09,Basic,4,No,3.6,No,No,5G,1,515,Yes,4
MRD-001351,No,35.26,26,2249.66,Basic,2,No,0.9,Yes,Yes,4G,3,1210,No,7
MRD-001352,No,50.29,34,1789.88,Plus,1,No,4.73,Yes,Yes,5G,1,1185,No,6
MRD-001353,No,32.71,59,1551.81,Basic,1,No,1.35,No,Yes,4G,0,368,No,3
MRD-001354,No,29.67,20,868.08,Basic,4,No,2.06,No,No,5G,0,227,Yes,10
MRD-001355,No,89.62,24,2124.58,Premium,2,No,0.97,No,No,5G,1,494,No,8
MRD-001356,No,78.28,71,5222.03,Premium,4,No,2.02,No,No,5G,1,1161,Yes,4
MRD-001357,No,52.37,79,4401.08,Plus,2,No,2.31,Yes,No,4G,0,180,No,1
MRD-001358,No,48.12,71,3284.83,Plus,5,No,2.17,Yes,Yes,4G,2,102,Yes,3
MRD-001359,No,28.6,50,1199.06,Basic,1,No,2.79,Yes,Yes,4G,1,43,No,5
MRD-001360,Yes,107.57,92,8656.66,Premium,2,No,3.93,No,No,4G,2,730,No,9
MRD-001361,No,109.11,68,7818.84,Premium,1,No,0.72,Yes,No,4G,0,395,No,4
MRD-001362,No,35.39,47,1795.86,Basic,3,No,4.21,Yes,Yes,5G,1,1403,Yes,2
MRD-001363,No,28.48,12,950.5,Basic,1,No,6.11,No,Yes,5G,3,1207,No,5
MRD-001364,No,108.87,37,4858.27,Premium,2,Yes,8.23,Yes,Yes,4G,0,696,No,6
MRD-001365,No,32.39,39,2054.85,Basic,1,No,4.17,Yes,No,5G,6,1468,No,8
MRD-001366,Yes,38.78,9,575.94,Basic,3,No,3.66,No,Yes,5G,2,910,Yes,10
MRD-001367,Yes,53.7,91,8171.7,Plus,4,No,3.25,No,Yes,4G,2,944,Yes,6
MRD-001368,No,64.97,6,798.56,Plus,3,No,8.53,No,Yes,5G,0,378,Yes,5
MRD-001369,No,60.24,93,5036.49,Plus,1,No,4.66,Yes,Yes,4G,1,101,No,6
MRD-001370,Yes,64.76,47,2381.87,Plus,3,No,2.76,No,Yes,5G,1,1281,Yes,6
MRD-001371,No,90.94,15,486.63,Premium,2,No,4.19,Yes,No,4G,1,1111,No,1
MRD-001372,Yes,57.69,35,1232.65,Plus,3,No,4.4,Yes,Yes,5G,4,617,Yes,3
MRD-001373,No,105.43,57,5297.87,Premium,1,No,1.11,Yes,Yes,5G,1,919,No,1
MRD-001374,No,104.64,84,23359.31,Premium,5,No,5.36,No,No,5G,1,1313,Yes,10
MRD-001375,No,62.49,14,2111.48,Plus,4,No,1.37,Yes,Yes,5G,3,220,Yes,7
MRD-001376,No,98.48,14,1374.95,Premium,4,No,0.02,No,No,4G,1,1441,Yes,3
MRD-001377,No,49.23,96,2403.69,Plus,1,No,7.0,No,No,5G,2,48,No,8
MRD-001378,Yes,31.08,15,423.07,Basic,2,Yes,2.66,Yes,Yes,5G,1,1248,No,5
MRD-001379,Yes,57.81,59,5028.78,Plus,1,No,6.06,Yes,No,5G,3,186,No,3
MRD-001380,No,64.47,14,546.66,Plus,1,No,1.05,No,No,4G,2,624,No,9
MRD-001381,No,61.4,79,5107.22,Plus,4,Yes,0.46,No,No,5G,2,514,Yes,3
MRD-001382,No,63.94,3,446.26,Plus,2,No,0.11,Yes,No,5G,3,575,No,8
MRD-001383,No,64.65,70,5649.41,Plus,1,Yes,4.79,Yes,No,5G,1,1093,No,4
MRD-001384,No,45.49,2,141.77,Basic,1,Yes,4.96,Yes,No,5G,0,967,No,9
MRD-001385,Yes,40.56,90,6056.79,Basic,1,No,2.89,No,Yes,4G,5,188,No,8
MRD-001386,Yes,37.37,94,3815.89,Basic,3,No,4.77,No,No,5G,3,100,Yes,1
MRD-001387,Yes,54.51,34,1635.83,Plus,2,No,0.41,Yes,Yes,4G,0,100,No,2
MRD-001388,No,59.48,18,1873.28,Plus,2,No,0.81,Yes,Yes,5G,1,475,No,2
MRD-001389,Yes,57.9,12,725.61,Plus,1,No,4.87,Yes,Yes,4G,2,106,No,3
MRD-001390,No,54.55,40,1015.88,Plus,2,No,2.84,Yes,No,5G,1,168,No,2
MRD-001391,No,39.12,16,718.97,Basic,1,No,7.01,Yes,No,4G,3,1276,No,2
MRD-001392,No,67.77,17,818.86,Plus,1,Yes,2.07,Yes,No,5G,2,1282,No,1
MRD-001393,Yes,27.74,52,1659.62,Basic,3,No,0.18,No,Yes,5G,2,81,Yes,8
MRD-001394,Yes,31.87,26,642.68,Basic,3,No,6.95,Yes,No,5G,2,1242,Yes,7
MRD-001395,No,66.01,73,4503.83,Plus,1,No,4.43,Yes,Yes,5G,0,722,No,10
MRD-001396,No,54.68,77,2221.75,Plus,3,Yes,2.23,Yes,No,5G,2,1312,Yes,8
MRD-001397,No,25.67,92,1367.33,Basic,5,Yes,1.67,Yes,Yes,5G,1,460,Yes,5
MRD-001398,No,103.01,93,7589.92,Premium,4,No,4.05,Yes,No,4G,3,52,Yes,1
MRD-001399,No,57.78,26,2988.58,Plus,2,No,5.95,Yes,No,5G,3,465,No,8
MRD-001400,No,76.37,61,9161.93,Plus,3,No,4.52,Yes,Yes,4G,0,1202,Yes,6
MRD-001401,No,94.83,87,8717.72,Premium,1,No,2.68,No,No,5G,3,280,No,9
MRD-001402,Yes,57.55,70,3669.22,Plus,3,No,2.67,Yes,Yes,5G,2,787,Yes,2
MRD-001403,Yes,52.0,39,1582.99,Plus,2,No,8.31,No,Yes,4G,0,578,No,1
MRD-001404,No,61.84,74,4306.87,Plus,2,No,5.19,No,No,5G,3,399,No,2
MRD-001405,No,74.5,22,678.38,Premium,2,No,4.04,No,Yes,5G,1,1464,No,6
MRD-001406,Yes,70.96,51,3589.08,Plus,1,No,6.81,No,No,4G,0,417,No,1
MRD-001407,No,63.26,52,4577.68,Plus,3,Yes,4.21,Yes,Yes,4G,5,647,Yes,2
MRD-001408,Yes,32.57,37,1785.19,Basic,4,No,13.71,Yes,No,5G,1,1150,Yes,4
MRD-001409,Yes,33.76,12,433.73,Basic,3,No,12.27,Yes,No,5G,1,584,Yes,6
MRD-001410,No,67.01,17,712.02,Plus,3,No,0.68,Yes,Yes,5G,0,951,Yes,5
MRD-001411,Yes,33.7,1,94.43,Basic,1,No,6.97,Yes,No,5G,2,1456,No,9
MRD-001412,No,56.04,66,3015.59,Plus,2,No,2.73,No,No,5G,1,318,No,1
MRD-001413,Yes,36.89,10,263.64,Basic,1,No,0.85,No,Yes,5G,1,259,No,1
MRD-001414,No,64.56,56,2585.56,Plus,3,No,4.87,No,No,4G,2,643,Yes,6
MRD-001415,Yes,35.63,71,2678.11,Basic,4,No,5.08,No,No,5G,3,1124,Yes,5
MRD-001416,No,58.82,1,17.97,Plus,1,No,2.68,Yes,No,5G,2,1420,No,2
MRD-001417,No,68.92,16,841.1,Plus,2,Yes,7.58,Yes,No,5G,1,238,No,9
MRD-001418,No,62.15,15,969.25,Plus,2,No,0.42,No,No,4G,1,131,No,2
MRD-001419,No,85.72,69,9469.14,Premium,4,No,0.74,No,No,5G,1,406,Yes,10
MRD-001420,No,85.28,33,2257.11,Premium,5,No,2.28,Yes,Yes,5G,0,606,Yes,1
MRD-001421,No,31.77,58,1298.85,Basic,4,No,2.07,Yes,Yes,4G,1,1009,Yes,3
MRD-001422,No,72.78,34,3061.57,Plus,2,Yes,0.54,No,Yes,5G,0,7,No,1
MRD-001423,No,87.9,42,3526.59,Premium,1,No,1.08,Yes,Yes,4G,1,120,No,10
MRD-001424,No,60.67,56,4993.81,Plus,1,No,1.3,Yes,Yes,5G,2,94,No,1
MRD-001425,No,34.05,41,1927.85,Basic,1,No,9.2,Yes,Yes,5G,1,570,No,7
MRD-001426,No,40.06,85,6949.68,Basic,3,No,7.51,Yes,No,5G,3,1234,Yes,7
MRD-001427,No,54.82,59,3209.96,Plus,2,No,1.9,No,Yes,5G,1,668,No,3
MRD-001428,No,95.34,5,404.81,Premium,1,No,2.21,No,Yes,5G,1,1219,No,9
MRD-001429,No,59.97,9,558.37,Plus,1,No,3.45,Yes,Yes,4G,3,1010,No,1
MRD-001430,No,55.22,62,4334.35,Plus,3,No,0.36,Yes,No,4G,0,1098,Yes,9
MRD-001431,No,37.35,6,219.65,Basic,1,No,1.62,Yes,No,4G,0,273,No,3
MRD-001432,No,98.9,2,0.0,Premium,2,No,1.45,Yes,Yes,5G,2,316,No,3
MRD-001433,Yes,38.87,75,1618.94,Basic,1,No,6.92,No,No,5G,0,1211,No,8
MRD-001434,No,64.09,5,343.94,Plus,1,Yes,1.7,Yes,Yes,5G,0,596,No,10
MRD-001435,No,115.11,83,6513.09,Premium,2,No,1.34,No,Yes,5G,1,107,No,9
MRD-001436,No,113.97,85,12103.78,Premium,1,No,3.67,No,Yes,4G,1,930,No,7
MRD-001437,No,38.7,89,5059.67,Basic,4,No,5.56,No,Yes,5G,4,1012,Yes,8
MRD-001438,No,86.84,85,5381.51,Premium,5,No,1.42,Yes,Yes,4G,1,495,Yes,10
MRD-001439,Yes,31.1,52,1220.81,Basic,3,No,7.34,No,No,5G,3,873,Yes,4
MRD-001440,No,57.48,40,3990.14,Plus,3,No,2.52,No,No,5G,1,976,Yes,4
MRD-001441,No,102.26,31,3761.39,Premium,1,No,9.44,Yes,No,5G,0,694,No,10
MRD-001442,No,67.87,37,2851.33,Plus,2,No,2.46,Yes,No,5G,2,490,No,3
MRD-001443,No,81.72,56,2158.98,Premium,2,No,9.71,Yes,No,4G,0,904,No,10
MRD-001444,No,120.89,79,17322.25,Premium,2,No,0.39,Yes,Yes,5G,2,597,No,8
MRD-001445,No,31.69,59,1902.5,Basic,1,No,3.19,Yes,No,4G,1,1103,No,5
MRD-001446,No,37.57,52,2164.57,Basic,3,No,6.28,No,No,5G,0,819,Yes,4
MRD-001447,No,37.32,8,636.83,Basic,1,No,2.12,Yes,Yes,5G,3,1155,No,4
MRD-001448,No,53.83,68,3007.37,Plus,2,No,5.4,Yes,Yes,5G,2,1231,No,10
MRD-001449,No,104.18,92,9687.63,Premium,1,No,4.63,No,No,4G,2,1261,No,3
MRD-001450,No,43.84,75,3925.45,Basic,4,No,1.03,Yes,No,4G,1,400,Yes,2
MRD-001451,No,59.09,36,3128.05,Plus,1,No,8.31,No,No,4G,3,739,No,3
MRD-001452,Yes,50.58,3,226.45,Plus,1,No,1.08,Yes,No,4G,2,948,No,6
MRD-001453,No,100.85,17,1212.69,Premium,3,No,0.53,No,Yes,4G,2,590,Yes,6
MRD-001454,Yes,60.42,48,2172.11,Plus,4,No,0.68,No,No,5G,0,29,Yes,7
MRD-001455,Yes,28.52,88,2007.79,Basic,3,No,1.77,No,No,5G,2,878,Yes,2
MRD-001456,Yes,63.77,74,10724.78,Plus,3,No,0.73,No,No,5G,2,490,Yes,10
MRD-001457,Yes,35.87,25,767.04,Basic,2,No,9.69,Yes,No,4G,1,279,No,9
MRD-001458,Yes,37.42,46,1606.4,Basic,1,No,1.79,Yes,Yes,5G,0,356,No,3
MRD-001459,No,83.07,20,1274.82,Premium,1,No,3.86,Yes,No,5G,0,805,No,2
MRD-001460,No,71.4,22,2235.41,Premium,1,Yes,3.21,Yes,No,4G,1,914,No,3
MRD-001461,No,93.88,56,3707.6,Premium,2,No,13.24,No,No,4G,0,664,No,8
MRD-001462,No,61.61,69,2329.09,Plus,5,Yes,1.43,Yes,No,4G,2,943,Yes,7
MRD-001463,Yes,46.49,39,1852.41,Plus,2,No,0.2,Yes,No,4G,5,727,No,4
MRD-001464,Yes,63.72,88,12961.7,Plus,1,No,10.46,Yes,No,5G,1,330,No,1
MRD-001465,No,60.85,78,5191.6,Plus,2,No,0.39,No,Yes,4G,4,853,No,2
MRD-001466,Yes,33.54,29,1666.48,Basic,1,No,6.17,Yes,No,4G,1,1307,No,10
MRD-001467,No,53.18,6,378.28,Plus,5,No,2.8,Yes,No,5G,0,954,Yes,9
MRD-001468,No,39.6,5,325.25,Basic,1,No,4.14,No,Yes,5G,2,154,No,5
MRD-001469,No,59.24,85,3411.09,Plus,2,No,3.72,Yes,No,5G,1,342,No,2
MRD-001470,No,90.38,81,10967.88,Premium,2,Yes,0.47,Yes,No,5G,3,1366,No,7
MRD-001471,No,25.6,49,1209.07,Basic,1,No,9.2,Yes,No,5G,0,648,No,7
MRD-001472,No,93.45,86,6143.69,Premium,1,No,0.32,No,No,5G,1,113,No,4
MRD-001473,No,75.45,80,6387.17,Plus,2,No,1.38,Yes,No,4G,2,477,No,5
MRD-001474,Yes,32.6,4,198.8,Basic,3,No,2.03,Yes,No,5G,3,456,Yes,6
MRD-001475,No,28.96,93,3846.86,Basic,5,No,5.17,No,Yes,5G,2,1304,Yes,8
MRD-001476,No,93.87,3,636.57,Premium,4,No,4.22,No,Yes,4G,0,1428,Yes,8
MRD-001477,No,58.97,33,2092.63,Plus,1,No,4.18,Yes,No,5G,0,563,No,10
MRD-001478,Yes,32.48,4,206.64,Basic,1,No,4.36,Yes,Yes,5G,0,1142,No,2
MRD-001479,Yes,32.6,12,411.4,Basic,1,No,5.19,Yes,No,4G,2,941,No,3
MRD-001480,No,92.55,53,6093.32,Premium,3,No,2.92,No,No,5G,0,1291,Yes,2
MRD-001481,Yes,38.25,27,807.12,Basic,1,No,7.15,Yes,Yes,4G,1,80,No,5
MRD-001482,No,60.0,22,2272.84,Plus,2,No,3.71,No,No,4G,0,1,No,10
MRD-001483,Yes,40.81,24,1739.11,Basic,2,No,2.88,No,No,5G,2,1205,No,7
MRD-001484,No,61.19,25,1860.28,Plus,2,No,8.97,Yes,Yes,5G,1,171,No,6
MRD-001485,No,28.79,45,2053.72,Basic,1,No,4.86,Yes,Yes,4G,2,1266,No,9
MRD-001486,No,82.39,89,14512.51,Premium,2,Yes,0.5,Yes,No,5G,1,51,No,9
MRD-001487,No,68.44,13,971.32,Plus,5,No,3.66,Yes,No,4G,2,1036,Yes,5
MRD-001488,No,55.52,25,1370.03,Plus,2,No,7.33,No,Yes,5G,1,553,No,9
MRD-001489,No,30.83,30,1082.95,Basic,2,No,1.61,Yes,No,5G,1,770,No,10
MRD-001490,No,47.49,10,1032.66,Plus,3,No,1.71,No,Yes,4G,0,153,Yes,2
MRD-001491,No,34.39,89,2980.73,Basic,2,Yes,4.58,Yes,No,5G,1,1343,No,3
MRD-001492,No,33.93,7,361.81,Basic,3,No,8.28,Yes,No,5G,1,163,Yes,7
MRD-001493,No,34.19,41,1700.85,Basic,1,No,3.03,Yes,No,4G,2,262,No,6
MRD-001494,No,99.7,42,2887.17,Premium,2,No,8.04,Yes,No,4G,2,564,No,9
MRD-001495,No,69.74,26,1644.09,Plus,1,No,1.55,No,Yes,5G,1,989,No,3
MRD-001496,Yes,34.63,67,2026.84,Basic,2,No,0.81,No,No,5G,1,733,No,9
MRD-001497,No,99.41,3,686.51,Premium,4,No,2.54,Yes,Yes,5G,0,1146,Yes,6
MRD-001498,No,35.0,63,1506.16,Basic,1,Yes,0.26,Yes,No,4G,2,1289,No,6
MRD-001499,Yes,37.97,41,686.15,Basic,2,No,0.14,Yes,No,4G,1,1424,No,2
MRD-001500,No,59.96,46,2531.71,Plus,1,Yes,2.38,Yes,No,5G,0,399,No,6
MRD-001501,No,110.32,86,6827.03,Premium,1,No,2.37,No,No,5G,2,464,No,3
MRD-001502,No,95.75,53,6209.75,Premium,2,No,1.51,No,Yes,5G,0,935,No,7
MRD-001503,No,98.48,30,2834.51,Premium,4,No,6.04,No,Yes,4G,2,821,Yes,3
MRD-001504,No,56.78,31,1408.4,Plus,2,Yes,3.18,No,Yes,5G,0,1078,No,1
MRD-001505,No,87.56,64,2587.63,Premium,3,No,0.35,No,Yes,4G,2,108,Yes,4
MRD-001506,No,68.02,87,4297.95,Plus,1,Yes,2.35,Yes,No,5G,2,251,No,4
MRD-001507,No,66.85,27,3236.26,Plus,1,No,4.37,No,No,4G,2,717,No,10
MRD-001508,No,96.19,37,4355.12,Premium,4,No,0.64,No,No,4G,1,881,Yes,4
MRD-001509,No,102.44,18,1213.58,Premium,1,No,2.49,Yes,No,5G,1,1100,No,3
MRD-001510,No,36.55,27,860.25,Basic,5,No,11.89,No,No,5G,1,717,Yes,9
MRD-001511,No,49.14,65,2270.74,Plus,5,No,10.55,Yes,No,4G,0,480,Yes,4
MRD-001512,No,42.09,54,2245.47,Basic,1,No,0.91,Yes,No,4G,1,248,No,5
MRD-001513,No,36.98,20,675.69,Basic,1,Yes,0.2,Yes,No,4G,0,435,No,7
MRD-001514,No,60.91,56,5647.4,Plus,1,No,1.24,Yes,No,5G,1,228,No,6
MRD-001515,No,52.08,85,3519.31,Plus,2,Yes,1.41,No,Yes,4G,1,1076,No,8
MRD-001516,No,28.95,27,864.27,Basic,3,Yes,0.16,No,Yes,5G,0,1352,Yes,5
MRD-001517,No,42.18,47,5701.93,Basic,1,No,4.15,Yes,No,5G,0,604,No,9
MRD-001518,Yes,62.04,7,1332.9,Plus,3,No,0.43,No,No,5G,3,692,Yes,6
MRD-001519,No,51.37,63,8116.16,Plus,3,No,3.3,Yes,No,5G,2,533,Yes,9
MRD-001520,No,72.32,64,1839.82,Plus,1,No,4.14,Yes,Yes,4G,1,406,No,2
MRD-001521,Yes,57.59,11,514.56,Plus,1,No,0.37,Yes,No,4G,1,363,No,6
MRD-001522,Yes,56.58,18,581.56,Plus,1,No,6.13,Yes,Yes,4G,4,495,No,7
MRD-001523,No,116.05,49,4148.49,Premium,2,Yes,4.45,No,No,5G,2,914,No,7
MRD-001524,No,35.29,8,650.62,Basic,2,No,0.93,Yes,Yes,5G,0,1016,No,1
MRD-001525,No,61.32,80,3191.12,Plus,4,No,0.98,Yes,No,5G,2,159,Yes,6
MRD-001526,Yes,60.46,2,147.31,Plus,4,No,3.3,Yes,No,5G,1,128,Yes,6
MRD-001527,Yes,39.95,82,1254.69,Basic,1,No,2.34,No,No,5G,1,1237,No,3
MRD-001528,No,57.94,53,3647.15,Plus,1,No,0.19,Yes,No,5G,1,751,No,9
MRD-001529,No,37.41,1,84.72,Basic,2,No,1.2,Yes,Yes,5G,2,23,No,8
MRD-001530,No,60.62,46,5849.76,Plus,5,No,4.42,Yes,No,5G,1,1066,Yes,2
MRD-001531,No,33.69,20,429.9,Basic,1,No,5.91,No,Yes,4G,1,412,No,3
MRD-001532,No,46.03,50,2957.89,Plus,5,No,1.39,Yes,Yes,4G,0,689,Yes,5
MRD-001533,Yes,56.91,5,233.69,Plus,1,No,4.6,Yes,No,4G,2,1377,No,9
MRD-001534,No,30.66,74,4238.53,Basic,1,Yes,2.23,Yes,Yes,5G,0,733,No,5
MRD-001535,Yes,26.23,48,1292.53,Basic,5,No,0.28,Yes,No,4G,0,764,Yes,8
MRD-001536,No,101.37,67,4121.11,Premium,1,No,5.99,Yes,Yes,5G,0,730,No,2
MRD-001537,No,30.81,19,1326.56,Basic,2,No,25.0,Yes,No,4G,2,1032,No,7
MRD-001538,No,101.95,31,3473.86,Premium,3,No,3.29,No,Yes,4G,0,958,Yes,7
MRD-001539,Yes,32.05,7,466.22,Basic,3,No,1.65,No,Yes,5G,0,332,Yes,1
MRD-001540,No,38.0,15,513.66,Basic,1,No,2.77,No,No,5G,1,551,No,10
MRD-001541,No,67.41,48,4513.97,Plus,1,No,5.01,No,No,5G,1,715,No,5
MRD-001542,Yes,47.43,67,2920.89,Plus,1,No,1.41,No,No,5G,4,765,No,2
MRD-001543,No,102.48,44,2823.31,Premium,2,No,2.03,Yes,Yes,5G,1,920,No,7
