PolicyID,policy_age_mo,Coverage Type,PREMIUM,Pet_Species,petAge,VET_VISITS_YTD,Multi_pet_Household,claimsFiled,AutoRenew,discount_applied,ZIPRegion,est_lifetime_val,Status
TPI-01352,24,Basic Accident,18.13,Cat,9,0,Yes,1,Yes,Yes,Suburban,1061.76,Active
TPI-01353,47,Comprehensive,52.11,Cat,1,3,No,0,Yes,No,Suburban,3374.98,Active
TPI-01354,44,Comprehensive,32.0,Dog,3,4,No,0,Yes,No,Urban,1773.03,Active
TPI-01355,29,Comprehensive,46.59,Dog,15,1,Yes,0,Yes,No,Suburban,2639.1,Lapsed
TPI-01356,47,Comprehensive,46.48,Cat,8,1,Yes,1,Yes,No,Urban,3598.04,Active
TPI-01357,43,Comprehensive,46.76,Dog,11,3,No,1,Yes,No,Rural,3055.96,Active
TPI-01358,20,Basic Accident,20.59,Cat,1,3,No,2,Yes,No,Suburban,364.65,Active
TPI-01359,45,Basic Accident,23.52,Dog,13,3,No,2,No,No,Suburban,1316.16,Lapsed
TPI-01360,28,Comprehensive,50.9,Dog,12,1,No,1,Yes,No,Urban,1669.47,Active
TPI-01361,49,Basic Accident,23.37,Dog,14,4,Yes,1,Yes,Yes,Suburban,1281.08,Active
TPI-01362,35,Comprehensive,35.89,Cat,10,1,No,0,No,Yes,Urban,1838.1,Active
TPI-01363,42,Wellness Plus,72.92,Dog,15,2,Yes,0,No,No,Suburban,2211.86,Active
TPI-01364,46,Basic Accident,21.51,Cat,8,1,No,0,No,No,Rural,1506.2,Lapsed
TPI-01365,17,Comprehensive,40.16,Dog,6,1,Yes,4,Yes,Yes,Rural,1000.1,Active
TPI-01366,22,Basic Accident,32.31,Cat,10,3,No,0,Yes,Yes,Urban,1106.39,Active
TPI-01367,8,Basic Accident,25.29,Dog,8,3,No,0,Yes,Yes,Suburban,179.85,Active
TPI-01368,34,Wellness Plus,95.88,Cat,5,2,No,1,No,No,Suburban,3602.37,Active
TPI-01369,42,Comprehensive,43.88,Dog,11,1,No,1,No,No,Suburban,815.14,Active
TPI-01370,46,Basic Accident,20.65,Dog,13,3,Yes,2,Yes,No,Urban,1835.12,Active
TPI-01371,27,Basic Accident,21.25,Dog,2,0,No,1,No,Yes,Suburban,758.54,Lapsed
TPI-01372,28,Basic Accident,20.51,Dog,7,3,Yes,0,Yes,No,Suburban,619.64,Lapsed
TPI-01373,44,Comprehensive,52.17,Cat,2,2,No,2,Yes,No,Suburban,3093.77,Active
TPI-01374,11,Wellness Plus,66.15,Dog,14,4,No,0,Yes,No,Suburban,798.32,Active
TPI-01375,56,Basic Accident,27.01,Dog,8,2,No,0,No,No,Urban,890.3,Lapsed
TPI-01376,13,Comprehensive,45.13,Dog,12,1,Yes,0,Yes,No,Suburban,665.79,Active
TPI-01377,45,Basic Accident,15.93,Dog,9,1,No,2,Yes,Yes,Rural,804.71,Lapsed
TPI-01378,0,Wellness Plus,108.68,Cat,7,1,No,2,Yes,Yes,Rural,298.75,Lapsed
TPI-01379,18,Wellness Plus,79.56,Dog,5,4,No,1,Yes,Yes,Urban,1276.0,Active
TPI-01380,44,Comprehensive,49.65,Dog,8,4,No,0,Yes,Yes,Urban,2056.1,Active
TPI-01381,60,Basic Accident,21.05,Cat,1,0,Yes,2,Yes,No,Urban,2131.27,Active
TPI-01382,11,Comprehensive,37.98,Dog,1,4,Yes,3,Yes,Yes,Urban,958.81,Lapsed
TPI-01383,8,Comprehensive,42.11,Cat,14,2,Yes,2,No,Yes,Suburban,478.41,Active
TPI-01384,20,Basic Accident,14.45,Dog,10,1,No,0,Yes,No,Urban,677.98,Lapsed
TPI-01385,9,Wellness Plus,82.26,Cat,9,2,Yes,1,No,No,Urban,1564.56,Active
TPI-01386,18,Wellness Plus,96.68,Dog,8,4,Yes,1,Yes,No,Suburban,5468.65,Active
TPI-01387,11,Basic Accident,23.23,Dog,7,0,No,2,Yes,No,Suburban,403.33,Active
TPI-01388,4,Basic Accident,24.04,Dog,9,1,No,0,No,Yes,Urban,90.12,Lapsed
TPI-01389,18,Wellness Plus,73.78,Dog,9,1,No,2,Yes,Yes,Urban,2240.07,Active
TPI-01390,54,Basic Accident,16.29,Cat,2,3,Yes,2,Yes,No,Suburban,1258.07,Active
TPI-01391,2,Comprehensive,53.67,Cat,13,7,No,2,No,Yes,Suburban,193.93,Active
TPI-01392,15,Comprehensive,52.31,Dog,5,2,No,3,Yes,No,Suburban,1279.61,Active
TPI-01393,4,Basic Accident,15.6,Cat,11,0,No,0,No,No,Rural,260.89,Lapsed
TPI-01394,6,Comprehensive,50.38,Cat,4,2,No,0,Yes,No,Suburban,675.67,Active
TPI-01395,24,Basic Accident,22.09,Dog,5,3,No,0,No,Yes,Suburban,916.1,Lapsed
TPI-01396,42,Wellness Plus,82.79,Dog,4,0,Yes,1,No,No,Urban,3744.87,Active
TPI-01397,16,Basic Accident,23.41,Dog,0,4,No,0,No,Yes,Rural,13.28,Active
TPI-01398,17,Comprehensive,54.26,Cat,7,3,Yes,0,Yes,Yes,Suburban,1085.02,Active
TPI-01399,3,Wellness Plus,92.84,Dog,14,1,No,2,Yes,No,Urban,402.46,Active
TPI-01400,9,Comprehensive,52.67,Dog,1,2,No,2,Yes,No,Suburban,1433.18,Active
TPI-01401,12,Wellness Plus,66.44,Cat,12,2,No,3,Yes,No,Urban,1069.02,Active
TPI-01402,35,Wellness Plus,58.47,Cat,3,1,No,0,Yes,Yes,Urban,1954.26,Active
TPI-01403,18,Basic Accident,16.2,Dog,3,1,No,1,Yes,No,Rural,539.87,Lapsed
TPI-01404,42,Basic Accident,20.91,Cat,6,3,No,1,No,No,Urban,1136.49,Active
TPI-01405,25,Comprehensive,43.86,Dog,3,0,No,1,No,No,Rural,1193.18,Active
TPI-01406,9,Comprehensive,52.47,Dog,10,2,No,1,Yes,No,Urban,692.11,Active
TPI-01407,7,Wellness Plus,80.6,Cat,14,3,No,0,No,Yes,Suburban,898.17,Active
TPI-01408,7,Comprehensive,49.0,Dog,8,6,Yes,3,No,No,Urban,240.82,Active
TPI-01409,53,Comprehensive,45.9,Cat,14,1,No,0,Yes,Yes,Suburban,3390.03,Active
TPI-01410,34,Basic Accident,24.65,Dog,11,2,No,0,No,No,Rural,711.28,Lapsed
TPI-01411,43,Comprehensive,44.91,Dog,11,1,No,1,Yes,Yes,Suburban,3386.32,Active
TPI-01412,2,Wellness Plus,63.94,Cat,12,1,No,1,Yes,No,Suburban,270.8,Active
TPI-01413,18,Basic Accident,23.93,Cat,0,0,Yes,0,Yes,No,Suburban,465.85,Active
TPI-01414,7,Comprehensive,56.46,Dog,12,2,No,0,Yes,Yes,Rural,619.13,Active
TPI-01415,58,Comprehensive,53.96,Cat,5,1,No,1,No,Yes,Rural,2471.24,Active
TPI-01416,11,Basic Accident,20.34,Dog,1,2,No,3,Yes,No,Urban,620.93,Lapsed
TPI-01417,23,Basic Accident,19.23,Dog,3,1,No,0,No,No,Rural,471.79,Active
TPI-01418,8,Comprehensive,44.26,Dog,1,3,Yes,2,Yes,No,Urban,350.65,Active
TPI-01419,11,Basic Accident,12.09,Dog,15,0,Yes,0,No,No,Suburban,177.34,Active
TPI-01420,26,Wellness Plus,83.1,Cat,5,1,Yes,0,No,No,Suburban,2073.49,Active
TPI-01421,51,Basic Accident,18.93,Dog,14,4,No,0,No,Yes,Rural,975.05,Active
TPI-01422,37,Comprehensive,42.59,Dog,9,0,No,1,Yes,Yes,Rural,2005.72,Active
TPI-01423,14,Basic Accident,23.31,Cat,3,2,No,1,Yes,Yes,Urban,258.63,Lapsed
TPI-01424,26,Wellness Plus,75.89,Dog,1,1,No,0,Yes,No,Suburban,4858.27,Active
TPI-01425,57,Comprehensive,43.79,Other,8,1,No,1,Yes,Yes,Suburban,2218.71,Active
TPI-01426,52,Basic Accident,21.83,Dog,1,3,No,1,No,No,Rural,882.75,Lapsed
TPI-01427,3,Comprehensive,54.0,Cat,3,5,No,1,Yes,No,Urban,308.76,Active
TPI-01428,33,Comprehensive,40.12,Dog,14,2,No,2,Yes,Yes,Rural,1100.34,Active
TPI-01429,26,Wellness Plus,90.16,Dog,10,1,No,0,Yes,Yes,Suburban,3461.38,Active
TPI-01430,48,Basic Accident,25.0,Dog,14,0,No,1,Yes,Yes,Urban,1075.48,Active
TPI-01431,40,Basic Accident,29.51,Cat,5,1,No,0,Yes,No,Suburban,742.71,Active
TPI-01432,39,Comprehensive,47.15,Dog,12,4,No,0,Yes,No,Suburban,1500.51,Active
TPI-01433,25,Basic Accident,22.0,Dog,10,2,Yes,2,No,Yes,Urban,652.84,Lapsed
TPI-01434,7,Wellness Plus,89.02,Dog,5,5,No,0,Yes,Yes,Suburban,927.14,Active
TPI-01435,19,Wellness Plus,58.98,Dog,2,3,Yes,0,Yes,Yes,Urban,706.23,Active
TPI-01436,60,Basic Accident,13.79,Dog,8,2,No,1,Yes,No,Suburban,415.57,Active
TPI-01437,8,Wellness Plus,73.22,Dog,9,0,Yes,1,Yes,No,Suburban,392.84,Active
TPI-01438,23,Basic Accident,19.98,Cat,5,1,No,0,Yes,Yes,Rural,1181.63,Lapsed
TPI-01439,37,Comprehensive,53.16,Dog,10,2,Yes,0,Yes,No,Urban,818.51,Lapsed
TPI-01440,29,Basic Accident,26.61,Dog,2,0,No,0,Yes,Yes,Urban,490.12,Active
TPI-01441,0,Basic Accident,26.86,Cat,8,1,Yes,0,No,Yes,Suburban,0.0,Lapsed
TPI-01442,56,Basic Accident,15.38,Cat,7,4,No,0,No,No,Urban,2538.86,Active
TPI-01443,36,Comprehensive,51.41,Dog,2,1,No,0,Yes,No,Urban,1506.41,Active
TPI-01444,26,Comprehensive,51.73,Cat,12,1,Yes,1,Yes,Yes,Urban,1677.32,Active
TPI-01445,45,Basic Accident,18.54,Cat,14,2,No,2,Yes,No,Suburban,1678.54,Lapsed
TPI-01446,13,Wellness Plus,63.86,Dog,6,2,No,0,No,No,Suburban,591.53,Active
TPI-01447,54,Comprehensive,36.02,Cat,7,1,No,1,Yes,No,Rural,4374.75,Active
TPI-01448,20,Basic Accident,21.15,Cat,7,3,No,2,Yes,No,Suburban,512.41,Active
TPI-01449,0,Wellness Plus,82.83,Dog,13,1,No,0,No,No,Rural,104.74,Active
TPI-01450,7,Basic Accident,25.65,Cat,6,1,No,2,Yes,Yes,Suburban,911.23,Active
TPI-01451,43,Basic Accident,18.42,Cat,14,5,No,1,No,No,Suburban,655.16,Lapsed
TPI-01452,12,Basic Accident,24.34,Dog,8,3,No,0,Yes,Yes,Suburban,360.47,Active
TPI-01453,47,Wellness Plus,63.84,Dog,12,1,No,0,Yes,No,Urban,2568.37,Active
TPI-01454,37,Comprehensive,51.17,Cat,9,2,No,0,Yes,Yes,Suburban,1919.82,Active
TPI-01455,30,Wellness Plus,90.66,Cat,0,1,No,1,No,No,Suburban,2286.9,Lapsed
TPI-01456,56,Wellness Plus,58.63,Dog,4,1,No,3,No,No,Urban,4544.95,Active
TPI-01457,0,Basic Accident,12.0,Dog,3,1,No,0,Yes,No,Suburban,101.97,Active
TPI-01458,39,Basic Accident,21.37,Cat,9,2,No,0,Yes,No,Rural,1106.88,Active
TPI-01459,12,Comprehensive,42.0,Cat,3,2,No,1,Yes,No,Urban,667.25,Active
TPI-01460,52,Comprehensive,44.4,Dog,2,3,No,1,Yes,No,Suburban,2385.71,Active
TPI-01461,60,Basic Accident,17.21,Dog,0,3,No,1,No,No,Suburban,1050.16,Active
TPI-01462,20,Basic Accident,20.84,Dog,2,2,No,3,No,No,Rural,542.9,Active
TPI-01463,4,Basic Accident,15.83,Cat,2,2,Yes,1,Yes,No,Rural,158.65,Active
TPI-01464,36,Basic Accident,22.09,Dog,5,0,No,1,No,Yes,Rural,1080.11,Lapsed
TPI-01465,18,Basic Accident,24.21,Dog,15,1,No,2,Yes,No,Rural,711.27,Active
TPI-01466,0,Basic Accident,22.85,Dog,12,3,No,0,No,No,Urban,0.0,Lapsed
TPI-01467,19,Comprehensive,35.46,Other,10,2,No,0,Yes,No,Urban,926.11,Lapsed
TPI-01468,19,Basic Accident,26.47,Dog,1,2,No,1,Yes,No,Rural,1241.5,Lapsed
TPI-01469,15,Wellness Plus,76.76,Dog,8,1,Yes,1,No,Yes,Urban,770.82,Active
TPI-01470,0,Wellness Plus,68.68,Dog,3,4,No,0,Yes,No,Suburban,134.55,Active
TPI-01471,54,Basic Accident,22.48,Dog,1,1,No,1,No,No,Suburban,1491.89,Active
TPI-01472,43,Wellness Plus,72.68,Dog,13,3,Yes,1,No,No,Urban,4583.11,Active
TPI-01473,40,Basic Accident,22.64,Cat,14,0,Yes,0,No,No,Urban,749.96,Active
TPI-01474,51,Basic Accident,19.63,Dog,2,3,Yes,0,Yes,No,Urban,1902.75,Lapsed
TPI-01475,34,Comprehensive,55.9,Dog,11,4,No,1,No,No,Urban,894.1,Active
TPI-01476,35,Basic Accident,23.65,Other,15,4,No,1,Yes,No,Suburban,1029.91,Lapsed
TPI-01477,27,Comprehensive,52.45,Dog,7,3,No,0,Yes,Yes,Suburban,3141.38,Lapsed
TPI-01478,12,Basic Accident,19.89,Dog,15,1,Yes,0,No,Yes,Urban,160.5,Active
TPI-01479,8,Comprehensive,42.69,Dog,14,6,No,1,No,No,Urban,373.87,Active
TPI-01480,8,Wellness Plus,71.84,Cat,15,2,No,1,Yes,No,Urban,965.17,Active
TPI-01481,36,Wellness Plus,78.17,Dog,7,3,No,0,Yes,Yes,Rural,2832.23,Active
TPI-01482,1,Comprehensive,51.2,Dog,10,3,No,0,Yes,No,Urban,290.28,Active
TPI-01483,37,Comprehensive,54.33,Cat,8,3,No,1,No,Yes,Suburban,2745.77,Lapsed
TPI-01484,40,Wellness Plus,64.79,Dog,2,1,Yes,0,Yes,No,Urban,1935.01,Active
TPI-01485,56,Basic Accident,20.71,Dog,9,0,No,1,Yes,No,Rural,1851.43,Active
TPI-01486,19,Comprehensive,58.08,Cat,10,3,No,1,No,No,Urban,1695.13,Active
TPI-01487,48,Basic Accident,26.29,Dog,1,4,Yes,0,Yes,No,Rural,2255.86,Lapsed
TPI-01488,59,Comprehensive,52.42,Cat,2,0,No,0,Yes,No,Urban,4089.83,Active
TPI-01489,47,Wellness Plus,72.31,Dog,2,3,No,0,Yes,No,Rural,4840.97,Active
TPI-01490,44,Basic Accident,28.82,Dog,7,1,Yes,1,Yes,Yes,Urban,1348.0,Active
TPI-01491,60,Basic Accident,20.66,Cat,6,0,No,1,Yes,No,Suburban,2179.49,Active
TPI-01492,43,Wellness Plus,98.76,Cat,1,2,No,0,Yes,No,Suburban,7098.26,Active
TPI-01493,17,Comprehensive,44.28,Cat,10,2,No,0,Yes,No,Rural,1328.45,Active
TPI-01494,10,Wellness Plus,78.72,Dog,4,1,Yes,1,Yes,No,Suburban,1286.41,Active
TPI-01495,4,Basic Accident,23.58,Dog,1,3,No,2,No,No,Suburban,183.01,Lapsed
TPI-01496,20,Basic Accident,18.95,Dog,15,1,No,0,No,No,Urban,682.89,Active
TPI-01497,60,Comprehensive,39.46,Cat,10,2,No,1,Yes,No,Suburban,3548.3,Active
TPI-01498,41,Comprehensive,65.3,Dog,9,2,No,0,No,No,Urban,819.48,Active
TPI-01499,9,Comprehensive,45.3,Dog,4,0,No,0,Yes,No,Suburban,981.03,Lapsed
TPI-01500,22,Basic Accident,19.39,Dog,5,2,No,1,Yes,No,Suburban,525.58,Lapsed
TPI-01501,49,Comprehensive,47.87,Dog,15,2,Yes,1,Yes,No,Rural,2804.51,Active
TPI-01502,29,Basic Accident,12.13,Cat,13,0,No,4,Yes,No,Urban,659.76,Lapsed
TPI-01503,42,Wellness Plus,97.23,Dog,1,2,No,0,No,Yes,Urban,5831.95,Active
TPI-01504,39,Basic Accident,24.25,Cat,11,4,Yes,3,Yes,No,Urban,1220.52,Active
TPI-01505,18,Basic Accident,20.18,Cat,10,3,No,0,Yes,Yes,Urban,445.83,Active
TPI-01506,24,Wellness Plus,77.0,Dog,2,0,No,1,Yes,Yes,Urban,929.44,Active
TPI-01507,53,Wellness Plus,71.7,Cat,3,3,Yes,1,Yes,No,Rural,8465.89,Active
TPI-01508,20,Comprehensive,51.4,Cat,7,3,No,0,Yes,Yes,Urban,1102.74,Active
TPI-01509,23,Comprehensive,55.17,Cat,11,1,Yes,1,No,No,Urban,874.21,Active
TPI-01510,39,Comprehensive,46.73,Cat,7,1,No,0,Yes,No,Suburban,6114.71,Lapsed
TPI-01511,34,Comprehensive,55.88,Cat,8,0,No,1,Yes,Yes,Urban,3319.98,Active
TPI-01512,30,Basic Accident,28.67,Cat,9,4,No,2,Yes,Yes,Urban,804.91,Active
TPI-01513,44,Basic Accident,19.05,Dog,1,0,Yes,0,Yes,No,Urban,553.21,Lapsed
TPI-01514,8,Wellness Plus,64.02,Dog,3,5,No,0,No,No,Suburban,491.26,Active
TPI-01515,15,Basic Accident,21.95,Dog,14,0,Yes,0,Yes,Yes,Suburban,800.93,Active
TPI-01516,49,Wellness Plus,83.99,Dog,6,2,No,3,Yes,No,Urban,2538.68,Active
TPI-01517,9,Wellness Plus,96.53,Dog,13,0,No,0,No,No,Suburban,732.63,Active
TPI-01518,33,Basic Accident,24.95,Dog,14,3,No,1,Yes,No,Urban,1712.25,Active
TPI-01519,9,Comprehensive,68.69,Dog,15,1,No,1,Yes,No,Urban,361.65,Active
TPI-01520,58,Basic Accident,32.0,Dog,8,4,Yes,0,Yes,Yes,Urban,1346.94,Active
TPI-01521,38,Comprehensive,46.07,Dog,1,6,No,0,Yes,No,Suburban,1828.6,Active
TPI-01522,19,Basic Accident,18.55,Dog,8,1,No,3,No,Yes,Urban,391.0,Lapsed
TPI-01523,1,Comprehensive,52.87,Cat,0,3,Yes,1,Yes,No,Urban,70.93,Active
TPI-01524,33,Comprehensive,41.0,Other,3,4,No,1,Yes,Yes,Rural,690.39,Active
TPI-01525,4,Basic Accident,20.1,Cat,10,4,No,2,Yes,No,Urban,328.31,Lapsed
TPI-01526,37,Basic Accident,22.64,Dog,0,3,No,0,Yes,Yes,Urban,873.13,Active
TPI-01527,50,Wellness Plus,91.06,Cat,1,2,No,0,Yes,No,Suburban,5624.87,Active
TPI-01528,49,Comprehensive,45.32,Dog,15,2,No,1,Yes,Yes,Rural,1518.5,Active
TPI-01529,45,Comprehensive,42.13,Dog,8,3,Yes,0,No,No,Suburban,865.74,Active
TPI-01530,59,Comprehensive,40.05,Dog,8,2,No,1,Yes,No,Urban,1876.81,Active
TPI-01531,55,Comprehensive,40.14,Dog,6,1,No,2,Yes,No,Urban,2317.45,Active
TPI-01532,28,Wellness Plus,85.91,Dog,1,3,No,1,No,No,Suburban,2015.26,Active
TPI-01533,3,Comprehensive,59.33,Cat,6,3,No,1,Yes,No,Urban,231.26,Active
TPI-01534,30,Comprehensive,62.07,Cat,4,3,Yes,0,No,Yes,Suburban,1144.28,Active
TPI-01535,24,Basic Accident,20.73,Dog,12,2,No,2,Yes,Yes,Suburban,509.24,Active
TPI-01536,29,Wellness Plus,93.93,Dog,7,1,No,1,No,No,Urban,7074.7,Lapsed
TPI-01537,2,Comprehensive,58.68,Dog,14,4,No,2,Yes,No,Rural,357.63,Active
TPI-01538,8,Comprehensive,47.45,Dog,11,2,No,0,Yes,No,Suburban,449.75,Active
TPI-01539,31,Comprehensive,55.08,Dog,15,1,No,0,Yes,No,Suburban,1779.72,Active
TPI-01540,52,Comprehensive,37.4,Dog,2,3,No,1,No,No,Urban,3331.63,Active
TPI-01541,12,Basic Accident,24.77,Dog,7,0,No,1,Yes,Yes,Urban,441.56,Active
TPI-01542,4,Basic Accident,22.66,Dog,4,3,No,0,No,No,Suburban,105.13,Active
TPI-01543,60,Basic Accident,27.02,Cat,3,0,Yes,1,Yes,No,Urban,1135.44,Active
TPI-01544,48,Basic Accident,20.99,Cat,14,2,No,0,Yes,No,Rural,1734.48,Active
TPI-01545,29,Comprehensive,32.0,Dog,9,4,Yes,0,Yes,No,Urban,898.36,Lapsed
TPI-01546,48,Comprehensive,45.69,Dog,6,0,Yes,0,Yes,No,Rural,1621.45,Active
TPI-01547,40,Wellness Plus,87.06,Cat,2,3,Yes,0,No,No,Urban,3438.36,Active
TPI-01548,56,Comprehensive,49.9,Dog,13,2,Yes,1,No,No,Urban,6107.95,Lapsed
TPI-01549,15,Wellness Plus,89.52,Dog,15,0,No,0,No,No,Suburban,1513.37,Lapsed
TPI-01550,26,Comprehensive,46.14,Dog,3,4,No,0,No,Yes,Urban,707.44,Lapsed
TPI-01551,40,Wellness Plus,88.06,Dog,3,2,No,1,Yes,No,Suburban,3239.38,Active
TPI-01552,30,Wellness Plus,88.86,Other,0,0,Yes,2,Yes,Yes,Urban,3963.36,Lapsed
TPI-01553,44,Comprehensive,50.0,Other,0,3,No,2,Yes,No,Suburban,3302.27,Active
TPI-01554,60,Basic Accident,25.42,Dog,11,3,No,2,Yes,Yes,Urban,1448.29,Lapsed
TPI-01555,34,Comprehensive,48.86,Dog,4,1,No,1,No,Yes,Urban,748.35,Active
TPI-01556,25,Comprehensive,44.59,Cat,7,2,No,1,Yes,Yes,Suburban,1278.73,Active
TPI-01557,8,Wellness Plus,65.52,Other,0,2,No,0,Yes,No,Suburban,818.82,Active
TPI-01558,12,Basic Accident,21.89,Dog,8,1,No,0,Yes,No,Suburban,403.83,Active
TPI-01559,2,Wellness Plus,71.37,Dog,1,4,No,2,Yes,No,Urban,416.04,Lapsed
TPI-01560,11,Wellness Plus,100.01,Dog,5,0,No,0,Yes,No,Rural,2361.42,Active
TPI-01561,35,Comprehensive,44.79,Dog,12,5,No,1,Yes,No,Suburban,3285.09,Active
TPI-01562,6,Comprehensive,51.28,Dog,14,1,No,0,Yes,No,Suburban,289.18,Lapsed
TPI-01563,47,Basic Accident,24.27,Cat,2,1,Yes,2,No,No,Rural,1367.88,Active
TPI-01564,16,Basic Accident,22.92,Dog,2,1,No,0,Yes,No,Suburban,462.05,Active
TPI-01565,26,Wellness Plus,70.85,Cat,1,0,No,1,No,No,Suburban,1812.23,Active
TPI-01566,43,Wellness Plus,65.34,Dog,1,2,No,1,No,Yes,Urban,3514.3,Active
TPI-01567,19,Basic Accident,21.73,Dog,13,0,No,0,No,Yes,Urban,208.75,Lapsed
TPI-01568,20,Comprehensive,62.61,Cat,15,1,No,1,No,No,Urban,1418.5,Active
TPI-01569,31,Basic Accident,19.06,Cat,6,2,Yes,0,Yes,Yes,Urban,491.75,Lapsed
TPI-01570,40,Comprehensive,45.19,Dog,14,1,No,1,Yes,No,Urban,2114.53,Active
TPI-01571,34,Comprehensive,58.74,Cat,11,3,Yes,0,Yes,Yes,Suburban,1784.36,Active
TPI-01572,7,Wellness Plus,84.62,Cat,6,2,No,5,No,No,Urban,687.33,Active
TPI-01573,32,Basic Accident,25.39,Dog,12,2,No,0,Yes,No,Urban,915.3,Active
TPI-01574,25,Basic Accident,17.82,Dog,0,3,Yes,3,Yes,No,Rural,717.35,Lapsed
TPI-01575,45,Comprehensive,42.96,Dog,13,3,No,0,No,No,Urban,1192.51,Active
TPI-01576,11,Comprehensive,42.55,Dog,6,2,No,1,Yes,Yes,Suburban,727.08,Active
TPI-01577,17,Basic Accident,24.56,Dog,5,1,No,0,Yes,No,Urban,633.88,Active
TPI-01578,43,Comprehensive,55.33,Cat,0,2,Yes,1,Yes,No,Urban,1907.12,Lapsed
TPI-01579,35,Basic Accident,24.46,Dog,0,6,Yes,1,No,Yes,Urban,1152.79,Active
TPI-01580,45,Comprehensive,61.04,Dog,8,1,No,1,No,No,Urban,4241.15,Active
TPI-01581,3,Comprehensive,40.36,Other,8,2,No,0,Yes,Yes,Suburban,291.67,Active
TPI-01582,41,Basic Accident,30.82,Dog,13,3,Yes,0,No,Yes,Urban,746.47,Lapsed
TPI-01583,3,Wellness Plus,75.99,Other,4,1,No,0,No,No,Suburban,272.53,Active
TPI-01584,3,Wellness Plus,96.57,Cat,5,1,No,2,Yes,No,Urban,478.8,Active
TPI-01585,3,Basic Accident,25.39,Dog,15,4,Yes,1,Yes,No,Rural,216.1,Lapsed
TPI-01586,49,Basic Accident,14.52,Cat,10,4,No,0,No,No,Suburban,418.87,Active
TPI-01587,48,Comprehensive,32.98,Dog,3,1,No,0,Yes,Yes,Suburban,2069.46,Active
TPI-01588,41,Wellness Plus,61.4,Dog,5,3,Yes,2,Yes,No,Urban,2032.66,Active
TPI-01589,6,Basic Accident,18.17,Cat,12,2,Yes,0,No,Yes,Suburban,240.88,Active
TPI-01590,53,Comprehensive,45.21,Other,9,2,No,2,No,No,Suburban,1949.63,Active
TPI-01591,9,Comprehensive,58.5,Dog,12,2,No,2,Yes,No,Suburban,542.11,Active
TPI-01592,54,Basic Accident,21.91,Cat,7,2,No,0,Yes,Yes,Suburban,953.79,Active
TPI-01593,19,Comprehensive,51.28,Dog,1,2,Yes,0,Yes,No,Rural,2426.31,Active
TPI-01594,43,Basic Accident,20.36,Dog,10,1,No,1,Yes,Yes,Suburban,753.19,Active
TPI-01595,1,Basic Accident,23.43,Dog,2,0,Yes,1,No,No,Suburban,45.2,Active
TPI-01596,43,Basic Accident,16.98,Dog,9,3,No,2,No,No,Urban,775.7,Active
TPI-01597,31,Basic Accident,14.84,Cat,6,4,No,1,Yes,No,Suburban,470.9,Active
TPI-01598,38,Comprehensive,34.76,Dog,1,0,No,1,Yes,No,Rural,1684.88,Lapsed
TPI-01599,49,Basic Accident,18.2,Other,6,3,No,1,No,No,Suburban,1450.51,Active
TPI-01600,42,Wellness Plus,63.88,Cat,8,2,No,2,Yes,No,Urban,1964.43,Active
TPI-01601,40,Basic Accident,30.58,Dog,14,1,Yes,0,Yes,Yes,Urban,3466.09,Active
TPI-01602,16,Comprehensive,43.36,Other,0,0,No,0,Yes,No,Rural,1674.16,Active
TPI-01603,30,Comprehensive,50.29,Cat,14,5,Yes,2,No,No,Urban,1610.06,Active
TPI-01604,42,Basic Accident,26.34,Dog,15,3,No,0,No,Yes,Suburban,1352.93,Lapsed
TPI-01605,47,Comprehensive,57.21,Other,8,2,No,0,Yes,No,Suburban,3272.83,Active
TPI-01606,53,Comprehensive,45.91,Dog,4,3,No,2,No,Yes,Urban,2624.09,Active
TPI-01607,48,Comprehensive,53.45,Cat,1,3,No,1,No,No,Urban,3653.85,Lapsed
TPI-01608,17,Basic Accident,19.75,Cat,10,1,No,0,Yes,No,Suburban,362.47,Lapsed
TPI-01609,45,Basic Accident,22.71,Dog,13,2,No,1,Yes,No,Suburban,1915.05,Active
TPI-01610,25,Basic Accident,18.03,Cat,5,0,No,0,No,No,Rural,410.85,Active
TPI-01611,28,Basic Accident,25.39,Dog,9,1,No,0,No,No,Suburban,906.85,Active
TPI-01612,24,Comprehensive,54.14,Cat,11,4,No,0,Yes,No,Rural,1297.03,Active
TPI-01613,34,Basic Accident,17.79,Dog,5,2,No,3,Yes,No,Urban,601.84,Active
TPI-01614,40,Comprehensive,49.17,Cat,0,2,No,0,Yes,No,Suburban,1325.41,Lapsed
TPI-01615,4,Comprehensive,46.41,Cat,1,2,Yes,1,Yes,No,Urban,241.05,Active
TPI-01616,39,Comprehensive,53.76,Dog,12,2,Yes,0,Yes,No,Rural,2109.5,Active
TPI-01617,21,Basic Accident,20.43,Dog,3,2,No,2,No,No,Urban,745.73,Lapsed
TPI-01618,41,Basic Accident,18.95,Dog,7,3,No,0,No,Yes,Urban,497.64,Lapsed
TPI-01619,57,Wellness Plus,101.55,Cat,15,0,Yes,0,Yes,No,Rural,9414.27,Lapsed
TPI-01620,6,Wellness Plus,67.25,Dog,15,1,No,1,Yes,No,Rural,364.48,Active
TPI-01621,16,Comprehensive,44.87,Dog,11,1,Yes,0,No,No,Suburban,560.13,Active
TPI-01622,55,Basic Accident,21.04,Dog,10,1,Yes,0,Yes,No,Urban,1855.99,Active
