Client Reference Number,Months as Client,Service Tier,Monthly Retainer Fee,Primary Practice Area,Case Load Estimate,Number of Matters Filed,Preferred Contact Method,Has Dedicated Attorney,Average Response Time Hours,Referral Source,Billing Dispute Count,Uses Client Portal,Estimated Lifetime Client Value,Left Firm
VLS-01170,57,Basic Retainer,804.84,Litigation,4,1,Email,No,7.0,Advertisement,0,No,48262.03,No
VLS-01171,31,Basic Retainer,664.25,Corporate,4,0,Email,No,3.2,Web Search,0,Yes,23690.35,No
VLS-01172,22,Premier Retainer,1754.52,Family,2,0,Client Portal,No,15.0,Repeat Client,1,Yes,23968.75,No
VLS-01173,43,Basic Retainer,795.07,Litigation,5,3,Email,No,19.6,Repeat Client,0,No,69534.13,No
VLS-01174,30,Premier Retainer,2434.1,Corporate,4,3,Client Portal,Yes,5.0,Referral,0,No,63409.56,Yes
VLS-01175,34,Premier Retainer,1844.19,Corporate,1,4,Email,No,10.5,Repeat Client,0,Yes,52824.75,No
VLS-01176,29,Premier Retainer,2177.86,Real Estate,5,1,Phone,No,12.9,Referral,0,Yes,113154.06,No
VLS-01177,25,Premier Retainer,2177.47,Corporate,1,0,Email,No,5.8,Web Search,0,No,60764.62,No
VLS-01178,60,Basic Retainer,865.44,Corporate,3,1,Phone,No,22.7,Repeat Client,0,Yes,47199.96,Yes
VLS-01179,39,Basic Retainer,798.06,Corporate,3,1,Email,No,10.7,Referral,0,No,37867.99,Yes
VLS-01180,39,Basic Retainer,814.72,Family,1,0,Phone,No,2.6,Referral,0,No,41298.76,Yes
VLS-01181,55,Premier Retainer,2245.54,Family,2,0,Client Portal,No,18.4,Advertisement,0,Yes,116613.75,No
VLS-01182,30,Basic Retainer,847.41,Corporate,1,1,Phone,No,8.5,Repeat Client,0,Yes,38317.6,No
VLS-01183,8,Basic Retainer,764.75,Real Estate,1,1,Email,No,6.6,Referral,0,No,3966.36,Yes
VLS-01184,72,Basic Retainer,939.84,Real Estate,1,3,Phone,Yes,14.2,Advertisement,0,Yes,77738.02,No
VLS-01185,4,Basic Retainer,1036.68,Corporate,4,0,Email,No,5.9,Web Search,0,No,5665.01,No
VLS-01186,48,Signature Retainer,4755.29,Family,2,2,Email,Yes,21.8,Web Search,0,Yes,303276.57,No
VLS-01187,22,Basic Retainer,789.63,Estate Planning,3,2,Email,Yes,18.8,Advertisement,0,No,7120.73,No
VLS-01188,18,Signature Retainer,6215.48,Real Estate,2,1,Client Portal,Yes,23.7,Web Search,0,No,107685.76,No
VLS-01189,3,Basic Retainer,913.08,Family,2,0,Email,No,31.1,Advertisement,1,No,1844.7,Yes
VLS-01190,76,Premier Retainer,2201.09,Family,3,3,Phone,No,12.8,Advertisement,1,Yes,299248.55,No
VLS-01191,36,Premier Retainer,1846.86,Corporate,0,2,Phone,No,9.1,Repeat Client,1,No,56747.7,No
VLS-01192,29,Basic Retainer,818.85,Litigation,0,1,Email,No,5.8,Repeat Client,0,No,40925.49,Yes
VLS-01193,63,Signature Retainer,4832.42,Estate Planning,2,2,Email,Yes,13.7,Referral,1,Yes,177331.99,No
VLS-01194,3,Signature Retainer,4151.75,Estate Planning,4,0,Phone,Yes,30.5,Advertisement,0,No,15665.75,No
VLS-01195,47,Signature Retainer,5658.86,Corporate,3,2,Email,No,3.2,Web Search,1,No,267858.22,No
VLS-01196,42,Basic Retainer,897.51,Family,0,2,Email,No,11.3,Referral,0,Yes,131132.75,Yes
VLS-01197,47,Basic Retainer,1053.55,Corporate,3,1,Email,No,2.5,Web Search,0,No,83974.39,No
VLS-01198,10,Premier Retainer,1695.04,Family,3,0,Client Portal,No,2.4,Advertisement,0,Yes,28866.37,No
VLS-01199,80,Basic Retainer,916.13,Family,4,0,Email,No,20.0,Referral,0,Yes,182114.05,Yes
VLS-01200,20,Premier Retainer,2361.7,Real Estate,4,2,Email,Yes,17.9,Web Search,0,Yes,54146.98,No
VLS-01201,57,Premier Retainer,2155.75,Corporate,2,0,Email,No,5.5,Web Search,0,Yes,117943.67,No
VLS-01202,63,Premier Retainer,2444.81,Estate Planning,3,2,Email,Yes,3.8,Web Search,0,Yes,140843.32,No
VLS-01203,29,Signature Retainer,5241.56,Corporate,4,2,Client Portal,Yes,24.3,Repeat Client,0,Yes,177622.81,No
VLS-01204,11,Premier Retainer,2086.58,Corporate,3,1,Phone,Yes,4.0,Referral,0,No,8496.4,No
VLS-01205,25,Basic Retainer,619.46,Litigation,2,1,Phone,No,3.0,Advertisement,0,No,15064.04,Yes
VLS-01206,68,Basic Retainer,909.02,Litigation,1,0,Phone,No,4.1,Advertisement,0,Yes,68436.53,No
VLS-01207,77,Premier Retainer,1678.45,Family,4,0,Email,No,12.1,Web Search,0,No,121154.73,No
VLS-01208,79,Premier Retainer,2389.84,Real Estate,3,0,Phone,Yes,33.8,Web Search,0,No,96006.51,No
VLS-01209,19,Basic Retainer,1010.27,Corporate,3,3,Client Portal,No,5.8,Referral,1,No,18402.62,No
VLS-01210,51,Premier Retainer,1988.89,Corporate,6,1,Phone,Yes,19.8,Referral,0,No,53023.41,No
VLS-01211,12,Premier Retainer,2202.6,Family,4,1,Phone,No,9.9,Web Search,0,Yes,58854.51,No
VLS-01212,60,Signature Retainer,5308.81,Family,1,2,Email,Yes,1.4,Referral,0,Yes,285135.0,Yes
VLS-01213,35,Premier Retainer,1905.76,Real Estate,3,2,Client Portal,No,6.0,Repeat Client,0,Yes,27466.54,No
VLS-01214,60,Basic Retainer,821.19,Corporate,4,0,Email,No,18.1,Web Search,1,Yes,45340.31,Yes
VLS-01215,58,Basic Retainer,979.43,Litigation,3,2,Phone,No,17.4,Referral,1,No,85949.38,Yes
VLS-01216,84,Premier Retainer,2593.29,Litigation,0,1,Email,No,5.3,Referral,2,Yes,235574.1,Yes
VLS-01217,41,Basic Retainer,760.28,Corporate,2,1,Phone,No,14.9,Repeat Client,0,No,21394.1,Yes
VLS-01218,29,Premier Retainer,1837.03,Corporate,2,0,Client Portal,No,8.4,Referral,0,No,39337.42,Yes
VLS-01219,44,Premier Retainer,1998.77,Family,3,1,Phone,Yes,11.8,Advertisement,0,No,78040.26,No
VLS-01220,13,Basic Retainer,656.88,Litigation,4,1,Email,No,20.5,Referral,0,No,7286.44,Yes
VLS-01221,9,Basic Retainer,868.35,Real Estate,2,0,Phone,No,5.5,Repeat Client,0,No,4519.42,No
VLS-01222,44,Basic Retainer,621.66,Litigation,4,2,Client Portal,No,6.8,Web Search,1,No,27734.16,Yes
VLS-01223,70,Signature Retainer,5633.42,Family,2,1,Phone,Yes,20.8,Web Search,1,No,217630.59,No
VLS-01224,45,Premier Retainer,2132.23,Corporate,1,1,Client Portal,No,31.6,Web Search,0,Yes,146897.52,Yes
VLS-01225,66,Basic Retainer,818.83,Real Estate,4,2,Client Portal,No,16.6,Referral,1,Yes,87416.65,Yes
VLS-01226,15,Signature Retainer,4343.04,Corporate,1,3,Client Portal,Yes,11.3,Advertisement,1,Yes,42897.8,No
VLS-01227,38,Premier Retainer,1772.35,Litigation,3,2,Email,No,16.5,Referral,0,No,48538.15,No
VLS-01228,52,Premier Retainer,2199.16,Corporate,0,0,Email,No,5.9,Referral,0,No,94212.99,No
VLS-01229,29,Signature Retainer,4710.92,Family,1,0,Client Portal,Yes,9.5,Referral,0,Yes,135482.83,No
VLS-01230,1,Basic Retainer,1017.29,Real Estate,2,1,Client Portal,No,2.4,Web Search,0,Yes,1132.09,Yes
VLS-01231,6,Basic Retainer,601.73,Real Estate,2,1,Email,Yes,6.0,Repeat Client,2,No,5853.92,Yes
VLS-01232,78,Premier Retainer,2583.57,Real Estate,1,0,Email,No,12.3,Referral,0,Yes,245280.66,No
VLS-01233,51,Basic Retainer,683.67,Family,0,1,Email,No,10.5,Repeat Client,1,Yes,69228.99,Yes
VLS-01234,22,Premier Retainer,1952.86,Estate Planning,0,0,Phone,Yes,0.9,Repeat Client,0,Yes,44287.35,No
VLS-01235,21,Basic Retainer,715.84,Litigation,4,1,Client Portal,No,7.6,Referral,1,Yes,8537.41,No
VLS-01236,3,Basic Retainer,841.77,Estate Planning,6,2,Phone,No,10.4,Referral,0,No,1320.07,Yes
VLS-01237,80,Basic Retainer,802.46,Real Estate,7,0,Email,No,10.7,Referral,0,Yes,133472.67,Yes
VLS-01238,9,Premier Retainer,2218.54,Real Estate,0,1,Email,No,2.9,Referral,0,Yes,26175.14,No
VLS-01239,64,Basic Retainer,1031.89,Real Estate,1,0,Client Portal,No,15.1,Advertisement,0,No,72843.37,No
VLS-01240,20,Basic Retainer,974.07,Family,2,3,Email,No,28.8,Web Search,0,No,24357.3,No
VLS-01241,28,Signature Retainer,4679.99,Family,3,0,Email,Yes,16.4,Web Search,0,No,141844.56,No
VLS-01242,23,Basic Retainer,914.39,Real Estate,3,1,Email,Yes,9.5,Advertisement,1,No,26518.19,No
VLS-01243,70,Basic Retainer,868.93,Corporate,1,0,Client Portal,No,24.7,Referral,1,Yes,50871.75,Yes
VLS-01244,2,Basic Retainer,901.12,Corporate,2,0,Email,No,6.0,Repeat Client,0,Yes,3361.38,Yes
VLS-01245,29,Basic Retainer,737.94,Litigation,4,0,Email,No,13.8,Web Search,0,Yes,17281.41,Yes
VLS-01246,23,Basic Retainer,961.44,Corporate,1,1,Email,No,8.8,Referral,0,Yes,14017.34,No
VLS-01247,23,Premier Retainer,1400.0,Real Estate,2,1,Client Portal,Yes,24.9,Web Search,1,Yes,16227.51,No
VLS-01248,16,Basic Retainer,705.43,Real Estate,1,1,Email,No,4.3,Referral,0,No,10473.37,No
VLS-01249,77,Signature Retainer,3896.48,Corporate,2,3,Email,Yes,4.3,Repeat Client,2,Yes,532026.14,No
VLS-01250,32,Signature Retainer,4615.49,Estate Planning,3,2,Email,Yes,21.1,Web Search,0,Yes,122426.53,No
VLS-01251,35,Basic Retainer,958.6,Corporate,5,1,Email,Yes,13.2,Repeat Client,0,No,20017.26,No
VLS-01252,32,Basic Retainer,1004.2,Estate Planning,1,1,Client Portal,No,22.2,Repeat Client,0,Yes,36538.88,No
VLS-01253,83,Basic Retainer,877.41,Litigation,5,2,Phone,No,4.6,Web Search,1,No,54589.88,No
VLS-01254,28,Premier Retainer,2088.32,Corporate,3,2,Email,Yes,5.4,Advertisement,0,Yes,118471.39,No
VLS-01255,29,Basic Retainer,827.09,Corporate,2,1,Client Portal,No,11.6,Web Search,0,No,38806.02,No
VLS-01256,27,Signature Retainer,5735.47,Family,1,1,Email,Yes,2.5,Referral,0,No,88075.15,No
VLS-01257,27,Premier Retainer,2006.09,Family,0,3,Client Portal,No,11.1,Repeat Client,0,No,50855.6,No
VLS-01258,7,Signature Retainer,4966.14,Corporate,3,2,Email,Yes,6.7,Web Search,0,No,26889.07,No
VLS-01259,51,Premier Retainer,1854.45,Estate Planning,2,0,Email,No,8.8,Repeat Client,1,Yes,56800.39,No
VLS-01260,2,Signature Retainer,3857.76,Corporate,3,1,Client Portal,No,15.1,Web Search,1,Yes,8058.87,No
VLS-01261,19,Basic Retainer,902.04,Litigation,1,2,Client Portal,Yes,15.6,Referral,0,Yes,24944.67,No
VLS-01262,17,Premier Retainer,2424.44,Corporate,1,2,Phone,No,27.9,Web Search,1,Yes,39248.53,No
VLS-01263,24,Basic Retainer,500.0,Estate Planning,3,3,Phone,Yes,19.0,Referral,0,No,11431.68,Yes
VLS-01264,64,Signature Retainer,3710.91,Corporate,1,0,Client Portal,Yes,1.4,Referral,2,Yes,89630.21,No
VLS-01265,50,Premier Retainer,2002.13,Family,1,1,Phone,No,4.6,Advertisement,0,Yes,74618.32,No
VLS-01266,84,Signature Retainer,5965.34,Real Estate,0,0,Email,Yes,4.9,Referral,0,No,643087.87,No
VLS-01267,29,Basic Retainer,889.29,Corporate,1,0,Email,Yes,17.8,Repeat Client,0,Yes,15607.35,No
VLS-01268,78,Signature Retainer,4736.78,Litigation,4,2,Phone,Yes,25.3,Web Search,0,No,659608.61,No
VLS-01269,3,Premier Retainer,2046.76,Corporate,2,2,Phone,Yes,3.3,Web Search,0,Yes,6493.86,No
VLS-01270,42,Premier Retainer,1986.84,Real Estate,1,0,Client Portal,No,18.1,Referral,1,No,90212.74,No
VLS-01271,67,Signature Retainer,4346.81,Real Estate,4,1,Email,Yes,9.6,Referral,0,Yes,244589.74,No
VLS-01272,45,Basic Retainer,835.26,Real Estate,3,1,Email,No,8.6,Web Search,1,No,23116.83,No
VLS-01273,79,Basic Retainer,843.42,Corporate,2,1,Email,No,5.9,Referral,0,No,81647.86,No
VLS-01274,26,Premier Retainer,1524.96,Corporate,2,1,Client Portal,Yes,7.7,Web Search,0,No,31800.99,No
VLS-01275,2,Basic Retainer,941.85,Corporate,5,2,Email,Yes,11.1,Web Search,0,No,2571.19,No
VLS-01276,65,Basic Retainer,840.28,Family,1,2,Client Portal,No,6.4,Referral,0,No,19155.98,Yes
VLS-01277,5,Basic Retainer,701.77,Corporate,1,0,Email,No,12.7,Web Search,0,Yes,6937.11,Yes
VLS-01278,65,Basic Retainer,831.62,Estate Planning,0,1,Email,No,8.6,Referral,0,No,54083.67,No
VLS-01279,62,Signature Retainer,4608.21,Real Estate,2,2,Client Portal,Yes,7.9,Referral,2,No,471007.35,No
VLS-01280,71,Premier Retainer,1760.4,Real Estate,5,2,Email,No,14.4,Advertisement,0,No,165369.69,No
VLS-01281,40,Basic Retainer,858.78,Family,5,2,Client Portal,No,11.8,Referral,0,No,56886.99,Yes
VLS-01282,76,Premier Retainer,2388.33,Corporate,2,4,Email,Yes,1.0,Referral,3,No,141712.65,No
VLS-01283,14,Premier Retainer,1467.01,Real Estate,3,1,Email,No,13.1,Web Search,0,Yes,11583.85,No
VLS-01284,36,Premier Retainer,1870.11,Family,3,0,Phone,No,11.4,Web Search,0,Yes,94817.01,No
VLS-01285,10,Signature Retainer,3765.88,Family,4,1,Client Portal,Yes,19.8,Repeat Client,0,Yes,41395.29,No
VLS-01286,65,Signature Retainer,5796.17,Family,3,6,Email,Yes,11.7,Repeat Client,0,No,306456.15,No
VLS-01287,60,Basic Retainer,864.94,Real Estate,4,2,Email,No,7.4,Advertisement,0,No,73237.47,Yes
VLS-01288,68,Basic Retainer,871.05,Estate Planning,4,0,Phone,No,5.7,Web Search,0,Yes,68642.61,Yes
VLS-01289,64,Premier Retainer,1980.08,Corporate,1,0,Client Portal,No,2.1,Web Search,0,No,169137.18,No
VLS-01290,26,Premier Retainer,2623.09,Real Estate,8,1,Client Portal,Yes,9.5,Referral,1,Yes,44143.93,No
VLS-01291,5,Premier Retainer,2330.58,Corporate,1,2,Client Portal,No,5.0,Repeat Client,1,Yes,18841.57,Yes
VLS-01292,78,Premier Retainer,1932.85,Family,3,4,Email,No,21.8,Web Search,1,No,151740.61,No
VLS-01293,41,Premier Retainer,2491.35,Litigation,1,1,Phone,No,9.8,Referral,0,No,166847.58,No
VLS-01294,8,Basic Retainer,985.12,Corporate,2,0,Client Portal,No,3.9,Web Search,0,Yes,12453.43,No
VLS-01295,78,Basic Retainer,708.82,Real Estate,0,1,Client Portal,Yes,1.5,Advertisement,0,No,77118.78,No
VLS-01296,84,Basic Retainer,872.84,Family,2,1,Client Portal,No,2.2,Web Search,2,No,70264.82,No
VLS-01297,37,Basic Retainer,1017.69,Corporate,1,1,Client Portal,No,12.3,Referral,0,No,51639.01,Yes
VLS-01298,65,Basic Retainer,624.5,Estate Planning,2,1,Client Portal,No,23.4,Repeat Client,0,No,67665.9,No
VLS-01299,3,Premier Retainer,1877.85,Family,3,1,Email,Yes,14.1,Referral,0,Yes,8426.47,Yes
VLS-01300,7,Basic Retainer,873.35,Litigation,1,0,Email,No,8.8,Repeat Client,0,Yes,6711.98,No
VLS-01301,23,Basic Retainer,773.9,Family,0,0,Client Portal,No,32.0,Web Search,1,Yes,24568.7,Yes
VLS-01302,55,Premier Retainer,2402.73,Estate Planning,2,0,Phone,Yes,16.3,Repeat Client,0,No,105646.46,No
VLS-01303,11,Premier Retainer,1692.34,Family,1,4,Email,No,11.8,Repeat Client,0,Yes,38299.81,Yes
VLS-01304,2,Basic Retainer,801.81,Family,7,0,Email,No,7.2,Web Search,0,No,763.34,Yes
VLS-01305,56,Signature Retainer,4524.86,Litigation,0,0,Phone,No,24.2,Repeat Client,0,No,258124.57,No
VLS-01306,65,Signature Retainer,5757.18,Family,2,1,Client Portal,Yes,7.8,Referral,0,No,312889.22,No
VLS-01307,62,Premier Retainer,2421.98,Family,1,1,Client Portal,No,4.9,Referral,0,Yes,113352.08,No
VLS-01308,67,Premier Retainer,1978.16,Estate Planning,4,1,Email,No,9.0,Referral,0,No,152317.55,No
VLS-01309,68,Basic Retainer,732.38,Real Estate,2,1,Email,Yes,10.4,Web Search,0,Yes,30870.13,No
VLS-01310,51,Signature Retainer,4836.16,Litigation,3,2,Email,Yes,17.2,Referral,0,No,651698.54,No
VLS-01311,44,Basic Retainer,827.96,Real Estate,2,0,Client Portal,No,4.8,Web Search,0,No,19560.61,Yes
VLS-01312,72,Signature Retainer,5800.67,Litigation,1,0,Email,No,5.6,Repeat Client,0,Yes,271914.0,No
VLS-01313,29,Premier Retainer,1791.45,Estate Planning,2,0,Phone,Yes,5.9,Repeat Client,2,No,32786.83,No
VLS-01314,8,Basic Retainer,1089.36,Real Estate,3,0,Phone,No,8.7,Referral,0,No,10099.43,Yes
VLS-01315,63,Basic Retainer,685.62,Family,5,0,Phone,No,3.9,Web Search,0,No,68863.14,Yes
VLS-01316,23,Premier Retainer,2034.86,Corporate,3,4,Phone,Yes,21.6,Referral,1,Yes,61088.8,No
VLS-01317,83,Premier Retainer,2183.2,Real Estate,4,5,Phone,Yes,2.2,Referral,0,Yes,352849.35,No
VLS-01318,35,Basic Retainer,697.95,Litigation,2,0,Phone,No,24.7,Repeat Client,1,Yes,16832.11,Yes
VLS-01319,72,Premier Retainer,1951.58,Family,3,0,Email,Yes,16.1,Repeat Client,0,No,189760.62,No
VLS-01320,3,Signature Retainer,4979.69,Corporate,3,1,Email,No,4.6,Referral,0,Yes,12748.04,No
VLS-01321,56,Premier Retainer,2266.19,Family,4,0,Phone,No,8.2,Referral,0,No,140403.35,No
VLS-01322,38,Premier Retainer,1925.1,Real Estate,1,0,Email,Yes,5.2,Referral,0,No,121605.99,No
VLS-01323,39,Basic Retainer,680.75,Litigation,3,2,Phone,No,16.3,Web Search,0,Yes,12484.99,No
VLS-01324,22,Signature Retainer,5397.26,Corporate,2,0,Email,No,23.0,Referral,1,No,291004.56,No
VLS-01325,82,Basic Retainer,1074.56,Real Estate,2,1,Client Portal,Yes,50.7,Referral,0,Yes,82819.64,Yes
VLS-01326,33,Signature Retainer,5303.37,Litigation,1,2,Email,No,13.5,Web Search,0,Yes,86049.05,No
VLS-01327,72,Basic Retainer,789.9,Estate Planning,2,1,Phone,No,2.3,Referral,0,Yes,41642.81,No
VLS-01328,36,Premier Retainer,2286.11,Corporate,0,3,Email,No,4.3,Repeat Client,0,No,87109.01,No
VLS-01329,4,Basic Retainer,846.67,Estate Planning,0,3,Phone,No,13.1,Advertisement,1,No,3104.18,Yes
VLS-01330,74,Basic Retainer,797.64,Real Estate,2,1,Email,No,8.4,Web Search,0,Yes,23847.38,Yes
VLS-01331,15,Premier Retainer,2232.67,Litigation,1,0,Phone,No,15.9,Web Search,0,Yes,34471.71,No
VLS-01332,22,Premier Retainer,2081.72,Corporate,1,2,Email,Yes,11.9,Repeat Client,1,Yes,34014.98,No
VLS-01333,73,Premier Retainer,1967.59,Real Estate,3,5,Phone,Yes,4.7,Referral,0,No,194003.72,No
VLS-01334,75,Signature Retainer,5236.3,Real Estate,2,0,Phone,Yes,7.5,Repeat Client,0,Yes,243733.47,No
VLS-01335,77,Signature Retainer,5043.55,Family,3,0,Client Portal,Yes,16.5,Referral,1,No,1075989.47,No
VLS-01336,36,Signature Retainer,4637.0,Family,1,1,Phone,Yes,12.4,Repeat Client,0,No,211613.78,Yes
VLS-01337,64,Basic Retainer,727.23,Real Estate,2,1,Phone,Yes,16.1,Referral,1,Yes,51527.29,No
VLS-01338,27,Premier Retainer,2145.46,Real Estate,0,0,Client Portal,No,3.1,Repeat Client,0,No,76715.89,No
VLS-01339,62,Signature Retainer,6140.8,Corporate,5,0,Email,No,4.9,Referral,0,No,167702.66,No
VLS-01340,42,Basic Retainer,819.43,Family,1,1,Phone,No,20.6,Repeat Client,1,No,27541.54,Yes
VLS-01341,4,Basic Retainer,1169.57,Corporate,4,1,Email,No,3.2,Web Search,1,No,10609.36,No
VLS-01342,35,Signature Retainer,4165.14,Estate Planning,4,1,Phone,Yes,15.4,Referral,1,No,127645.16,No
VLS-01343,39,Premier Retainer,2265.08,Estate Planning,1,1,Email,Yes,2.9,Advertisement,0,No,86631.66,No
VLS-01344,21,Premier Retainer,2718.54,Family,4,0,Email,No,10.3,Referral,0,Yes,46123.55,No
VLS-01345,31,Signature Retainer,4803.02,Corporate,2,1,Phone,Yes,6.6,Web Search,0,No,289320.49,No
VLS-01346,42,Premier Retainer,2381.83,Corporate,3,1,Email,No,4.6,Referral,0,Yes,89999.81,No
VLS-01347,4,Premier Retainer,2392.8,Family,2,0,Email,Yes,10.9,Advertisement,0,Yes,6924.6,No
VLS-01348,12,Basic Retainer,1030.97,Estate Planning,1,1,Email,Yes,20.0,Repeat Client,0,No,41209.27,No
VLS-01349,65,Premier Retainer,3026.55,Real Estate,1,1,Client Portal,No,5.5,Web Search,0,Yes,105526.53,No
VLS-01350,29,Basic Retainer,739.12,Corporate,3,1,Email,No,1.2,Advertisement,0,Yes,20825.21,No
VLS-01351,51,Signature Retainer,4810.42,Corporate,1,3,Email,Yes,8.6,Repeat Client,0,Yes,169184.31,No
VLS-01352,48,Signature Retainer,5081.71,Corporate,1,2,Client Portal,Yes,4.6,Advertisement,0,No,178603.99,No
VLS-01353,46,Basic Retainer,934.18,Litigation,1,0,Client Portal,No,16.7,Referral,0,No,26317.3,Yes
VLS-01354,35,Basic Retainer,741.9,Real Estate,3,3,Email,No,6.6,Web Search,0,Yes,20769.51,Yes
VLS-01355,41,Signature Retainer,4499.37,Real Estate,3,3,Phone,No,5.7,Referral,1,No,287649.28,No
VLS-01356,70,Basic Retainer,619.07,Family,3,1,Email,No,7.2,Web Search,0,No,18320.04,No
VLS-01357,82,Premier Retainer,2254.79,Estate Planning,1,0,Client Portal,No,20.0,Referral,1,Yes,326072.8,No
VLS-01358,21,Premier Retainer,2245.39,Family,1,1,Email,No,12.8,Repeat Client,0,No,78232.91,No
VLS-01359,56,Premier Retainer,2311.2,Litigation,1,2,Email,No,4.0,Web Search,1,Yes,162330.39,Yes
VLS-01360,82,Basic Retainer,982.54,Estate Planning,3,2,Email,No,3.1,Web Search,0,No,86146.76,Yes
VLS-01361,0,Premier Retainer,1797.31,Real Estate,3,1,Phone,No,24.5,Referral,2,No,171.73,No
VLS-01362,66,Basic Retainer,1000.81,Estate Planning,7,1,Email,No,5.6,Referral,0,Yes,125319.19,Yes
VLS-01363,42,Premier Retainer,1966.83,Corporate,2,1,Phone,No,20.4,Advertisement,0,No,36927.7,No
VLS-01364,82,Basic Retainer,985.99,Real Estate,4,0,Email,Yes,8.4,Web Search,1,Yes,113399.22,No
VLS-01365,49,Premier Retainer,1948.15,Corporate,2,1,Phone,No,5.0,Repeat Client,0,No,67764.21,No
VLS-01366,71,Premier Retainer,2294.28,Family,2,2,Client Portal,Yes,5.3,Web Search,0,Yes,237834.07,No
VLS-01367,14,Basic Retainer,788.92,Corporate,2,0,Email,No,8.7,Referral,1,No,9163.59,Yes
VLS-01368,12,Basic Retainer,828.32,Corporate,2,2,Email,Yes,1.2,Advertisement,1,No,14345.07,Yes
VLS-01369,78,Basic Retainer,947.47,Corporate,2,1,Email,Yes,5.1,Advertisement,0,Yes,38421.68,No
VLS-01370,44,Basic Retainer,900.89,Family,2,0,Phone,Yes,30.3,Referral,0,No,19418.64,No
VLS-01371,47,Basic Retainer,798.83,Real Estate,0,1,Email,Yes,36.2,Advertisement,0,Yes,35820.17,No
VLS-01372,14,Signature Retainer,5020.32,Family,2,0,Phone,Yes,5.6,Referral,0,No,134451.63,No
VLS-01373,19,Premier Retainer,2047.75,Family,2,2,Email,Yes,14.9,Referral,0,No,50866.74,No
VLS-01374,69,Signature Retainer,4681.81,Estate Planning,2,0,Phone,Yes,12.6,Referral,0,Yes,410972.16,No
VLS-01375,25,Signature Retainer,3692.63,Estate Planning,4,1,Phone,Yes,3.5,Web Search,0,Yes,136320.7,No
VLS-01376,49,Basic Retainer,639.52,Corporate,3,2,Email,No,15.0,Advertisement,1,Yes,26584.33,Yes
VLS-01377,26,Premier Retainer,2141.47,Family,3,2,Email,No,7.1,Referral,0,No,74020.74,No
VLS-01378,22,Signature Retainer,4806.69,Real Estate,0,0,Phone,Yes,10.0,Advertisement,0,No,82816.38,Yes
VLS-01379,14,Premier Retainer,2426.24,Litigation,6,0,Email,No,17.1,Advertisement,0,Yes,29305.47,No
VLS-01380,79,Premier Retainer,2358.95,Family,2,2,Phone,No,7.5,Web Search,0,Yes,171654.57,Yes
VLS-01381,79,Premier Retainer,2051.48,Litigation,1,0,Client Portal,Yes,7.4,Referral,1,No,128171.29,No
VLS-01382,9,Basic Retainer,864.8,Corporate,1,2,Email,No,13.9,Referral,0,Yes,8298.87,No
VLS-01383,30,Premier Retainer,1899.0,Family,0,2,Email,No,20.8,Referral,2,Yes,51565.07,No
VLS-01384,47,Signature Retainer,4029.6,Litigation,2,1,Email,Yes,13.4,Repeat Client,0,No,138870.75,No
VLS-01385,32,Signature Retainer,3585.93,Real Estate,2,0,Email,Yes,7.7,Repeat Client,0,Yes,108571.84,No
VLS-01386,61,Basic Retainer,990.27,Litigation,3,1,Client Portal,No,19.3,Referral,0,No,65080.45,No
VLS-01387,22,Premier Retainer,2440.58,Corporate,2,2,Client Portal,Yes,12.2,Web Search,0,Yes,33647.85,Yes
VLS-01388,5,Basic Retainer,694.31,Corporate,1,1,Email,No,23.7,Referral,0,No,4869.42,No
VLS-01389,28,Signature Retainer,4895.81,Corporate,0,0,Client Portal,No,27.9,Referral,1,Yes,109085.81,Yes
VLS-01390,50,Basic Retainer,933.04,Corporate,6,1,Email,No,13.2,Referral,2,Yes,50957.24,No
VLS-01391,15,Signature Retainer,5141.52,Corporate,2,1,Client Portal,No,22.6,Referral,0,Yes,57332.89,No
VLS-01392,69,Signature Retainer,5168.69,Real Estate,1,2,Client Portal,No,23.1,Referral,1,No,572748.54,No
VLS-01393,1,Basic Retainer,893.1,Real Estate,2,2,Email,No,9.0,Referral,1,No,2029.16,Yes
VLS-01394,5,Basic Retainer,947.52,Real Estate,1,2,Phone,Yes,23.1,Web Search,0,Yes,4884.47,Yes
VLS-01395,43,Signature Retainer,5197.02,Family,3,1,Phone,No,10.3,Web Search,0,No,283239.96,No
VLS-01396,43,Basic Retainer,963.36,Corporate,0,3,Email,No,16.0,Web Search,0,Yes,79632.46,Yes
VLS-01397,25,Premier Retainer,2332.17,Litigation,1,0,Email,Yes,9.6,Referral,1,Yes,38888.29,No
VLS-01398,21,Signature Retainer,3447.19,Corporate,2,0,Phone,Yes,2.6,Web Search,0,Yes,49718.66,No
VLS-01399,5,Premier Retainer,1618.12,Estate Planning,3,1,Email,No,33.1,Web Search,0,No,11676.48,Yes
VLS-01400,56,Basic Retainer,759.72,Corporate,2,3,Email,Yes,15.6,Repeat Client,1,Yes,24585.1,No
VLS-01401,32,Premier Retainer,2006.05,Real Estate,4,0,Email,No,16.6,Referral,1,Yes,45162.91,No
VLS-01402,10,Basic Retainer,639.8,Estate Planning,1,2,Phone,No,11.0,Web Search,1,No,5142.91,No
VLS-01403,33,Signature Retainer,3847.29,Real Estate,2,2,Email,Yes,23.0,Referral,1,No,179067.19,No
