cust_ref,left_us,mo_bill_usd,sex,is_senior,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,agreement_type,paperless_billing,payment_method,total_charges
FR-32621-VUAS,Yes,72.5,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,70.41
FR-44867-FULK,No,106.34,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3519.61
FR-85058-KYLF,No,72.19,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3602.34
FR-96574-WZQR,Yes,50.89,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,3027.53
FR-89418-DLNC,Yes,58.17,Female,1,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),3628.39
FR-97857-EEAJ,Yes,67.36,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4426.61
FR-59949-DSSD,No,82.88,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),1065.48
FR-82426-YEHN,Yes,71.94,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),372.28
FR-17457-ZNBZ,Yes,23.91,Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1495.08
FR-56928-PRUQ,No,62.22,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),443.6
FR-12764-LAQE,Yes,90.85,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,4508.8
FR-40190-MSUP,Yes,69.96,Male,1,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),2298.43
FR-94507-WFFY,No,18.0,Female,1,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),319.08
FR-18077-SRKQ,No,55.35,Male,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,2589.6
FR-68449-AFVH,No,41.48,Male,1,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2516.4
FR-85661-VAJC,Yes,63.27,Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2989.26
FR-44651-KTHA,No,71.58,Female,1,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),3378.65
FR-39301-YMYU,No,57.87,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3459.64
FR-83315-VRMZ,Yes,50.08,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,201.96
FR-93599-KUZD,No,104.92,Male,1,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,6802.04
FR-14166-EYQV,No,47.7,Female,1,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),2641.39
FR-15354-YPWS,No,63.51,Male,1,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),2146.96
FR-44139-BQAD,Yes,18.0,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,58.53
FR-50907-DTMW,No,93.75,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,5648.78
FR-80159-QJGJ,No,52.99,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),7.84
FR-11787-HDFY,Yes,39.46,Male,0,No,No,35,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1354.59
FR-22988-ZLWE,No,22.26,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,372.85
FR-73001-FTBT,No,58.7,Female,1,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,4164.29
FR-36112-TXLE,Yes,105.11,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,3650.74
FR-46919-DFND,No,86.24,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2476.28
FR-42661-BDCA,Yes,57.74,Female,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3865.61
FR-98335-RSLW,No,45.46,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1014.42
FR-89275-LTRA,No,105.76,Female,1,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,3191.44
FR-50166-EUVQ,No,38.13,Female,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),2127.72
FR-18599-FCRM,No,68.8,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),1860.97
FR-78493-JVHP,No,59.81,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,473.81
FR-90317-HUDT,No,111.04,Male,1,No,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,7780.97
FR-37438-HKFZ,No,59.65,Male,0,No,No,64,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,3822.56
FR-72536-SUUD,Yes,120.0,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,1067.7
FR-10694-HAJC,No,72.42,Male,0,No,No,58,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),4205.2
FR-97056-YJAK,Yes,25.54,Female,0,No,No,54,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1381.55
FR-58078-ESPT,Yes,94.81,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),5336.29
FR-41345-BMEF,Yes,108.98,Male,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),6641.54
FR-21173-NNDQ,No,70.65,Male,0,No,No,26,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,1834.5
FR-12184-XVKB,No,90.12,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),4036.29
FR-81945-BPGP,No,120.0,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,4894.23
FR-56074-QERC,No,83.95,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),835.81
FR-83695-EDGZ,No,18.0,Female,1,No,Yes,71,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),1300.12
FR-83784-ZUUY,No,35.41,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1482.31
FR-17107-BRQR,Yes,63.97,Female,1,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),573.81
FR-58681-ELHP,No,56.94,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1492.19
FR-11512-QVKB,No,39.81,Female,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),891.32
FR-54741-PLLR,Yes,101.4,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,6077.24
FR-66011-YBDG,No,54.02,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),3461.74
FR-79569-ZKSA,No,120.0,Male,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),1675.48
FR-55505-VDZS,No,55.67,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,2711.15
FR-22600-RSQP,Yes,85.06,Male,0,No,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),4659.63
FR-10994-CNCL,Yes,113.62,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),919.79
FR-56581-UZNK,Yes,88.05,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,4592.17
FR-80075-RLEX,Yes,77.85,Female,0,No,No,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3402.07
FR-73696-UTAX,No,94.62,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,6818.98
FR-39431-WUVZ,Yes,97.94,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1781.57
FR-18654-EUJJ,No,77.43,Female,1,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),245.18
FR-96747-NDWA,No,79.58,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),5162.02
FR-99785-GCGP,No,96.65,Female,0,No,No,63,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,6092.98
FR-67563-CCXA,No,60.22,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3013.48
FR-64872-HSLN,No,39.78,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1460.09
FR-93317-TNBW,Yes,120.0,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4460.35
FR-62388-EWKK,Yes,64.55,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,1686.25
FR-44197-ELWV,No,38.09,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1251.49
FR-76412-ZEWU,No,79.47,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,463.85
FR-68705-VLRL,Yes,18.0,Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),830.29
FR-65538-YUXP,Yes,82.13,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,1823.59
FR-31904-KUXY,Yes,57.17,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3855.6
FR-15331-PRNZ,No,18.0,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),616.36
FR-35245-TBJV,No,66.21,Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,964.74
FR-34389-XJXU,No,36.09,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),334.77
FR-78691-BWKA,No,70.84,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),2331.13
FR-57613-BRNL,No,54.83,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2152.49
FR-21099-CUES,Yes,37.15,Male,0,No,No,32,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1183.32
FR-36687-BMPW,Yes,78.77,Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2034.16
FR-38400-AHHH,No,19.6,Female,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1377.0
FR-94387-RUQR,No,38.53,Male,0,No,Yes,61,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),2359.5
FR-77870-ALPY,No,66.4,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1136.07
FR-30727-KBEJ,No,62.72,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),4365.36
FR-90849-EPTJ,No,49.19,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,988.97
FR-23162-WQMX,Yes,37.71,Female,1,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),15.62
FR-55229-TWME,No,36.96,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,2625.41
FR-62560-HKYK,No,82.3,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1735.88
FR-39783-QQFH,No,68.68,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),2904.11
FR-26425-XYDP,No,92.74,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),2951.67
FR-91205-HPTY,No,21.4,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,1324.87
FR-91256-AKEJ,No,82.72,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,4946.9
FR-68041-LRSU,Yes,63.3,Female,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4236.28
FR-39369-MZAC,No,54.85,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3659.95
FR-50688-ZDVA,No,67.79,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,610.96
FR-46004-PZYR,No,70.49,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),165.82
FR-71598-EQAJ,No,64.88,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),4213.04
FR-30283-TRBY,No,28.4,Male,1,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1933.44
FR-68364-HMNY,No,43.45,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),2586.0
FR-48042-DDGP,No,72.97,Female,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1667.25
FR-60413-HDAA,No,66.63,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,60.81
FR-52538-NNRV,No,39.56,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),236.61
FR-77997-ASLJ,No,90.31,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,3877.17
FR-92613-FYJQ,No,65.11,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,150.12
FR-45616-VTNC,No,75.44,Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),3002.59
FR-40089-EKAP,No,106.9,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,3096.32
FR-40674-ZLEN,Yes,73.46,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1193.0
FR-40649-BZKX,Yes,51.58,Male,1,Yes,No,45,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2323.37
FR-45463-ZUMU,No,18.0,Male,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),582.93
FR-12991-BTRW,No,28.04,Male,0,Yes,No,56,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,1563.25
FR-20226-SSAZ,No,23.73,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),409.58
FR-80366-AFGJ,No,18.0,Male,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1110.12
FR-73113-MJYV,No,61.7,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),3783.1
FR-37236-QLVD,No,18.0,Female,1,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),468.73
FR-44583-RFXP,Yes,58.67,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,124.97
FR-25977-WKAH,No,62.74,Male,0,No,No,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),121.06
FR-53307-HWFV,Yes,70.92,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3969.76
FR-14839-AFDC,No,79.8,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2876.18
FR-91881-FGZJ,No,73.8,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),1187.0
FR-59800-TWER,No,82.08,Male,1,Yes,No,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,4949.49
FR-15655-GZHP,No,38.48,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2162.57
FR-31191-SZSA,No,46.28,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,284.17
FR-95743-DWMC,Yes,120.0,Female,1,Yes,No,64,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),7677.01
FR-75914-DRKP,Yes,91.25,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,4483.01
FR-53052-SZTQ,No,94.84,Female,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),6159.03
FR-39614-CYTE,No,18.0,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,7.14
FR-93152-NHNV,Yes,99.47,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,2885.95
FR-47781-TZQN,No,18.0,Female,1,No,No,28,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),487.1
FR-16884-BYGJ,No,18.0,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,136.29
FR-79273-PZXJ,Yes,88.62,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1405.76
FR-89672-LEPM,Yes,110.82,Female,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,6575.46
FR-86428-VWVK,No,26.88,Female,0,No,No,58,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,1565.63
FR-92805-FLNQ,No,28.23,Male,1,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),628.73
FR-71739-SEWW,No,47.46,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2822.56
FR-81344-SPRA,Yes,18.0,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1217.28
FR-71095-JLMU,No,69.66,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),471.65
FR-40408-XHVW,No,79.84,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,1005.23
FR-44300-MGXY,Yes,42.02,Female,0,No,Yes,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1011.1
FR-21326-XWJK,No,18.0,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,348.2
FR-87773-NWLG,No,40.8,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2368.37
FR-92975-QQKF,No,103.57,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,4345.48
FR-46573-VXTR,Yes,87.62,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),3740.41
FR-76626-KQHS,No,62.28,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2361.33
FR-10466-NPSP,Yes,60.39,Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4169.67
FR-81494-LAJK,No,53.29,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),2416.66
FR-29215-UPMW,No,88.96,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),5236.24
FR-50261-PCNS,No,86.26,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,4502.25
